Orthogroup	Species	Zebrafish.UniProt.renamed	Orthologs
OG0005366	Human.UniProt.renamed	Q5CZN2	Q9UGM6
OG0005367	Human.UniProt.renamed	A0JMD6	Q9UHR6
OG0005368	Human.UniProt.renamed	A0A8M9Q6K1	Q9UIF8
OG0005369	Human.UniProt.renamed	E9QCL9	Q9UKD1
OG0005370	Human.UniProt.renamed	Q5RH05	Q9Y2H1
OG0005371	Human.UniProt.renamed	Q7ZV37	Q9Y570
OG0005373	Human.UniProt.renamed	A0A8M1RN07	A1A5C7
OG0005374	Human.UniProt.renamed	A0A8M6Z0Z1	O14519
OG0005375	Human.UniProt.renamed	Q803Q5	O14641
OG0005376	Human.UniProt.renamed	A0A8M9QGN7	O60469
OG0005377	Human.UniProt.renamed	E7F921	O76024
OG0005378	Human.UniProt.renamed	A0A8M3AW03	O76083
OG0005379	Human.UniProt.renamed	Q9PWM3	P09017
OG0005380	Human.UniProt.renamed	A0A8M9QP94	P0DJG4
OG0005381	Human.UniProt.renamed	Q08C29	P11802
OG0005382	Human.UniProt.renamed	Q6NV43	P20248
OG0005383	Human.UniProt.renamed	A5PL98	P21912
OG0005384	Human.UniProt.renamed	Q7ZWB1	P24941
OG0005385	Human.UniProt.renamed	Q502C8	P30044
OG0005386	Human.UniProt.renamed	Q7ZWC3	P36639
OG0005387	Human.UniProt.renamed	Q789K9	P49459
OG0005388	Human.UniProt.renamed	Q66HZ5	P49848
OG0005389	Human.UniProt.renamed	Q803J3	P61019
OG0005390	Human.UniProt.renamed	Q6PBK3	P62857
OG0005391	Human.UniProt.renamed	Q8QHA3	P78369
OG0005392	Human.UniProt.renamed	Q503Y0	Q14249
OG0005393	Human.UniProt.renamed	F1Q6C4	Q14679
OG0005394	Human.UniProt.renamed	Q7SXL7	Q15007
OG0005395	Human.UniProt.renamed	Q4V8Q5	Q16629
OG0005396	Human.UniProt.renamed	A4IG43	Q6PHR2
OG0005397	Human.UniProt.renamed	A6H8T2	Q6TDU7
OG0005398	Human.UniProt.renamed	A0A8M3AKK5	Q6ZNR0
OG0005399	Human.UniProt.renamed	F1REH1	Q7Z6J6
OG0005400	Human.UniProt.renamed	Q1LYC5	Q8IYU8
OG0005401	Human.UniProt.renamed	F1QGP1	Q8IZ83
OG0005402	Human.UniProt.renamed	A0A8M9Q8U8	Q8NC67
OG0005403	Human.UniProt.renamed	A0A8M9Q8S2	Q8NE31
OG0005404	Human.UniProt.renamed	A0A8M2BJF5	Q96BF6
OG0005405	Human.UniProt.renamed	A8WG78	Q96CU9
OG0005406	Human.UniProt.renamed	Q0P3W8	Q96E40
OG0005407	Human.UniProt.renamed	Q66I75	Q96GX9
OG0005408	Human.UniProt.renamed	Q7T2D0	Q96HU1
OG0005409	Human.UniProt.renamed	B0V1B1	Q96I82
OG0005410	Human.UniProt.renamed	A0A0R4ILX9	Q96N03
OG0005411	Human.UniProt.renamed	A0A0R4ICC1	Q96RR1
OG0005412	Human.UniProt.renamed	A0JMN8	Q96SU4
OG0005413	Human.UniProt.renamed	A0A8M2BJY3	Q99550
OG0005414	Human.UniProt.renamed	Q7ZWG9	Q99720
OG0005415	Human.UniProt.renamed	A0A8M3B1N5	Q9BXU1
OG0005416	Human.UniProt.renamed	Q6GQN0	Q9BYV8
OG0005417	Human.UniProt.renamed	A0A8M9PKY4	Q9C0B1
OG0005418	Human.UniProt.renamed	F6NJX7	Q9C0F1
OG0005419	Human.UniProt.renamed	F6P1Y9	Q9NPJ3
OG0005420	Human.UniProt.renamed	A9JR56	Q9NRR3
OG0005421	Human.UniProt.renamed	Q1RMA6	Q9NWS1
OG0005422	Human.UniProt.renamed	A0A8M1RSA0	Q9P2P5
OG0005423	Human.UniProt.renamed	F1QA94	Q9UGC7
OG0005424	Human.UniProt.renamed	Q6NYI5	Q9UJ83
OG0005425	Human.UniProt.renamed	F1QGM6	Q9UL15
OG0005426	Human.UniProt.renamed	A1L1Q2	Q9UPY6
OG0005427	Human.UniProt.renamed	Q803N2	Q9UQE7
OG0005428	Human.UniProt.renamed	F1QZ15	Q9Y3C4
OG0005429	Human.UniProt.renamed	A0A8M6Z8M9	Q9Y3R5
OG0005430	Human.UniProt.renamed	F1QEY8	O43175
OG0005431	Human.UniProt.renamed	Q6DGP7	O43325
OG0005432	Human.UniProt.renamed	A0A2R8Q3N8	O95470
OG0005433	Human.UniProt.renamed	A0A8M1PIL2	O95954
OG0005434	Human.UniProt.renamed	B3DG30	P13805
OG0005436	Human.UniProt.renamed	A0A2R8QN30	P25189
OG0005437	Human.UniProt.renamed	F1QCC6	P35052
OG0005438	Human.UniProt.renamed	A0A8M9PHB7	P46063
OG0005439	Human.UniProt.renamed	E9QEN8	Q03111
OG0005440	Human.UniProt.renamed	E7F9R5	Q07002
OG0005441	Human.UniProt.renamed	A0A8M6YTG2	Q16831
OG0005442	Human.UniProt.renamed	A3KP40	Q49A92
OG0005443	Human.UniProt.renamed	Q5RGR1	Q5VVB8
OG0005444	Human.UniProt.renamed	E7F5L7	Q7Z353
OG0005445	Human.UniProt.renamed	Q6IQA2	Q7Z3D4
OG0005446	Human.UniProt.renamed	Q7T3Y0	Q7Z6K4
OG0005447	Human.UniProt.renamed	A0A8M3B0D3	Q86XS8
OG0005448	Human.UniProt.renamed	Q6AXL3	Q86YC3
OG0005449	Human.UniProt.renamed	A0A8M6Z113	Q86YD3
OG0005450	Human.UniProt.renamed	E7FGT8	Q8IVF4
OG0005451	Human.UniProt.renamed	Q5XJR6	Q8N138
OG0005452	Human.UniProt.renamed	A8WFY2	Q8N1G4
OG0005453	Human.UniProt.renamed	E7F0C5	Q8NCE2
OG0005454	Human.UniProt.renamed	A0A0R4IBJ2	Q8TDN6
OG0005455	Human.UniProt.renamed	Q7T1R3	Q8TEW0
OG0005456	Human.UniProt.renamed	Q503Z4	Q8WWR8
OG0005457	Human.UniProt.renamed	A0A8M3B8A7	Q93009
OG0005458	Human.UniProt.renamed	A2BIB1	Q96FF9
OG0005459	Human.UniProt.renamed	F6PEI8	Q96JK4
OG0005460	Human.UniProt.renamed	Q58EH6	Q9BR26
OG0005461	Human.UniProt.renamed	A0A8M9P501	Q9BTX7
OG0005462	Human.UniProt.renamed	A1L1F1	Q9BU61
OG0005463	Human.UniProt.renamed	A0A8M2B223	Q9BUB5
OG0005464	Human.UniProt.renamed	Q6PGU2	Q9H063
OG0005465	Human.UniProt.renamed	Q6Q7X9	Q9H511
OG0005466	Human.UniProt.renamed	A0A8M6Z9Q6	Q9HC35
OG0005468	Human.UniProt.renamed	A0A8M9QKF3	Q9NYK1
OG0005469	Human.UniProt.renamed	F1Q679	Q9P2E5
OG0005470	Human.UniProt.renamed	E7F6Y7	Q9UBT6
OG0005471	Human.UniProt.renamed	A0A8M9QHW1	Q9UFG5
OG0005472	Human.UniProt.renamed	F1QNJ3	Q9UGI8
OG0005473	Human.UniProt.renamed	X1WG96	Q9UPU9
OG0005474	Human.UniProt.renamed	E7F462	Q9Y2B9
OG0005475	Human.UniProt.renamed	Q4V8Q4	Q9Y3E0
OG0005476	Human.UniProt.renamed	F1Q772	O14494
OG0005477	Human.UniProt.renamed	Q6PBM0	O95299
OG0005478	Human.UniProt.renamed	Q8JHI0	P05141
OG0005479	Human.UniProt.renamed	Q6DGE2	P05165
OG0005480	Human.UniProt.renamed	Q9DDW0	P13349
OG0005481	Human.UniProt.renamed	Q8JI13	P31314
OG0005482	Human.UniProt.renamed	Q7ZUZ6	P35244
OG0005483	Human.UniProt.renamed	Q803D2	P43034
OG0005484	Human.UniProt.renamed	A1L1V1	P49354
OG0005485	Human.UniProt.renamed	Q6PC10	P54687
OG0005486	Human.UniProt.renamed	Q803Y4	P61960
OG0005487	Human.UniProt.renamed	Q9IB77	P78543
OG0005488	Human.UniProt.renamed	A0A8M3AWR6	P83111
OG0005489	Human.UniProt.renamed	A0A8M2BDG6	Q00341
OG0005490	Human.UniProt.renamed	Q9PVD3	Q03431
OG0005491	Human.UniProt.renamed	Q0P424	Q0PNE2
OG0005492	Human.UniProt.renamed	Q2TJF5	Q16363
OG0005493	Human.UniProt.renamed	A0A8M2B352	Q6AI39
OG0005494	Human.UniProt.renamed	Q6AZB3	Q6FI81
OG0005496	Human.UniProt.renamed	A0A0R4IHC6	Q7L0X0
OG0005497	Human.UniProt.renamed	Q6NV01	Q7Z699
OG0005498	Human.UniProt.renamed	E7F049	Q86UP2
OG0005499	Human.UniProt.renamed	Q6NZR9	Q8IVD9
OG0005500	Human.UniProt.renamed	A4IG62	Q8IYB8
OG0005501	Human.UniProt.renamed	A0A8M9PPL0	Q8N8A8
OG0005502	Human.UniProt.renamed	Q503N2	Q8NBT2
OG0005503	Human.UniProt.renamed	Q5M7X8	Q8NCU4
OG0005504	Human.UniProt.renamed	A0A8M2B4F3	Q8NFZ8
OG0005505	Human.UniProt.renamed	A0A8M3AQD1	Q8TEP8
OG0005506	Human.UniProt.renamed	A0A8M1RKA7	Q8WVS4
OG0005507	Human.UniProt.renamed	F1RE04	Q8WVT3
OG0005508	Human.UniProt.renamed	Q7ZU76	Q92966
OG0005509	Human.UniProt.renamed	A0A8M1RMS5	Q96B97
OG0005510	Human.UniProt.renamed	Q6DHJ7	Q96E29
OG0005511	Human.UniProt.renamed	Q6PC45	Q96HR3
OG0005512	Human.UniProt.renamed	E7F597	Q96JW4
OG0005513	Human.UniProt.renamed	A0A8M6YZ29	Q96L08
OG0005514	Human.UniProt.renamed	A0A0R4IJC7	Q96TA2
OG0005515	Human.UniProt.renamed	Q6NZZ0	Q99595
OG0005516	Human.UniProt.renamed	A5WUT7	Q9BVS4
OG0005517	Human.UniProt.renamed	Q503X2	Q9BYD3
OG0005518	Human.UniProt.renamed	A0A0R4ISJ3	Q9H0D6
OG0005519	Human.UniProt.renamed	B8JKF4	Q9H668
OG0005520	Human.UniProt.renamed	Q08BH7	Q9NPD8
OG0005521	Human.UniProt.renamed	F1QAM1	Q9NPG8
OG0005522	Human.UniProt.renamed	A0A8M1NWF7	Q9UKI8
OG0005523	Human.UniProt.renamed	E9QGH2	Q9UL45
OG0005524	Human.UniProt.renamed	Q5TZG3	Q9UL68
OG0005525	Human.UniProt.renamed	Q24JV4	Q9UNZ5
OG0005526	Human.UniProt.renamed	F1QSR3	Q9UQP3
OG0005527	Human.UniProt.renamed	Q6IWL4	Q9Y4K3
OG0005528	Human.UniProt.renamed	B0S5T6	Q9Y5P8
OG0005529	Human.UniProt.renamed	Q6P0T0	O00217
OG0005530	Human.UniProt.renamed	A0A8M1RLR4	O14782
OG0005531	Human.UniProt.renamed	Q6DGZ5	O60262
OG0005532	Human.UniProt.renamed	Q7ZTY3	O75312
OG0005533	Human.UniProt.renamed	A4FUN7	O75317
OG0005534	Human.UniProt.renamed	A0A8M1P9U9	O94941
OG0005535	Human.UniProt.renamed	B3DKF4	P0DMB2
OG0005536	Human.UniProt.renamed	A4JYI2	P19320
OG0005537	Human.UniProt.renamed	Q6GMG3	P22736
OG0005538	Human.UniProt.renamed	A0A8M6Z0E5	P23109
OG0005539	Human.UniProt.renamed	Q6AZV8	P32754
OG0005540	Human.UniProt.renamed	Q6PBW7	P39019
OG0005541	Human.UniProt.renamed	Q1LVL3	P49588
OG0005542	Human.UniProt.renamed	B0S5J5	P49638
OG0005543	Human.UniProt.renamed	A8DZA0	P49756
OG0005544	Human.UniProt.renamed	Q0P458	P51151
OG0005545	Human.UniProt.renamed	A3KNL9	P53370
OG0005546	Human.UniProt.renamed	Q5RGX8	P54840
OG0005547	Human.UniProt.renamed	Q08CA7	P55145
OG0005548	Human.UniProt.renamed	A0A2R8QLE1	P60606
OG0005549	Human.UniProt.renamed	Q5VSI2	P82912
OG0005550	Human.UniProt.renamed	A0A8M2B278	Q10587
OG0005551	Human.UniProt.renamed	F1QGK5	Q13137
OG0005552	Human.UniProt.renamed	Q7ZUQ4	Q14166
OG0005553	Human.UniProt.renamed	A0A8M9QGA2	Q14449
OG0005554	Human.UniProt.renamed	A1L248	Q15526
OG0005555	Human.UniProt.renamed	Q6PC60	Q16778
OG0005556	Human.UniProt.renamed	Q4V8W5	Q5JU69
OG0005557	Human.UniProt.renamed	Q502Q0	Q6IQ22
OG0005558	Human.UniProt.renamed	A0A0R4IQJ4	Q7Z601
OG0005559	Human.UniProt.renamed	A0A8M2BA68	Q7Z614
OG0005560	Human.UniProt.renamed	E7F2B6	Q86W56
OG0005561	Human.UniProt.renamed	A0A8M9PM93	Q8IYJ0
OG0005562	Human.UniProt.renamed	Q803U0	Q8IZE3
OG0005563	Human.UniProt.renamed	A0A8M9Q402	Q8N4X5
OG0005564	Human.UniProt.renamed	A0A8M3ANT6	Q8N9H9
OG0005565	Human.UniProt.renamed	E7F2J6	Q8NBP7
OG0005566	Human.UniProt.renamed	A0A8M9PT00	Q8TCJ0
OG0005567	Human.UniProt.renamed	A0A8M9PY92	Q96LI9
OG0005568	Human.UniProt.renamed	F1R3C5	Q9BXT8
OG0005569	Human.UniProt.renamed	F1QNX7	Q9BZI7
OG0005570	Human.UniProt.renamed	A0A0G2KDW7	Q9H173
OG0005571	Human.UniProt.renamed	Q7ZYX2	Q9HB21
OG0005572	Human.UniProt.renamed	Q2YDR3	Q9NX62
OG0005573	Human.UniProt.renamed	Q7ZTY7	Q9NZ43
OG0005574	Human.UniProt.renamed	A2RV29	Q9UL40
OG0005575	Human.UniProt.renamed	A0A0R4IBS8	Q9UNH6
OG0005576	Human.UniProt.renamed	P83571	Q9Y230
OG0005577	Human.UniProt.renamed	Q5U3F3	Q9Y5X4
OG0005579	Human.UniProt.renamed	A0A8M2BFC1	O15266
OG0005580	Human.UniProt.renamed	F1QVE4	O43324
OG0005581	Human.UniProt.renamed	Q1L897	O76095
OG0005582	Human.UniProt.renamed	Q6PBN0	O95178
OG0005583	Human.UniProt.renamed	A0A8M2BG46	P17947
OG0005584	Human.UniProt.renamed	A9YT50	P19525
OG0005585	Human.UniProt.renamed	B7SW26	P27658
OG0005586	Human.UniProt.renamed	A0A8M9PQU4	P35475
OG0005587	Human.UniProt.renamed	A0JMP1	P42892
OG0005588	Human.UniProt.renamed	Q6NZT7	P56817
OG0005589	Human.UniProt.renamed	Q6DRC3	P57076
OG0005590	Human.UniProt.renamed	A0A2R8QTM9	P58557
OG0005591	Human.UniProt.renamed	Q566Y8	P61326
OG0005592	Human.UniProt.renamed	Q7ZV45	Q00325
OG0005593	Human.UniProt.renamed	Q90XA8	Q03933
OG0005594	Human.UniProt.renamed	Q32PS0	Q13042
OG0005595	Human.UniProt.renamed	F1QJB6	Q13315
OG0005596	Human.UniProt.renamed	A0A8M9Q0I5	Q14512
OG0005597	Human.UniProt.renamed	Q66I70	Q15543
OG0005598	Human.UniProt.renamed	Q566Y9	Q53F39
OG0005599	Human.UniProt.renamed	B3DGC8	Q5GH70
OG0005600	Human.UniProt.renamed	A0A8M9P2Z5	Q5T5J6
OG0005601	Human.UniProt.renamed	A0A8M2B2B4	Q5TA89
OG0005602	Human.UniProt.renamed	E9QHZ6	Q5XUX1
OG0005603	Human.UniProt.renamed	A0A1L1QZP6	Q6UXH9
OG0005604	Human.UniProt.renamed	A0A8M3AS37	Q6ZMV7
OG0005605	Human.UniProt.renamed	E7FG38	Q6ZN28
OG0005606	Human.UniProt.renamed	A0A8M2B364	Q76N32
OG0005607	Human.UniProt.renamed	A0A8M9PP74	Q7Z6I6
OG0005608	Human.UniProt.renamed	Q2YDQ8	Q8IUZ5
OG0005609	Human.UniProt.renamed	F1Q4U5	Q8IZH2
OG0005610	Human.UniProt.renamed	A0A8M3AVR8	Q8N0U7
OG0005611	Human.UniProt.renamed	A0A8M9PLF1	Q8N137
OG0005612	Human.UniProt.renamed	P0C8M4	Q8N3F0
OG0005613	Human.UniProt.renamed	Q2MJQ9	Q8NB12
OG0005614	Human.UniProt.renamed	A0A8M9Q6M1	Q8NEN9
OG0005615	Human.UniProt.renamed	Q4KMJ1	Q8WUX2
OG0005616	Human.UniProt.renamed	F1QFN6	Q8WZ73
OG0005617	Human.UniProt.renamed	Q6TGW5	Q92882
OG0005618	Human.UniProt.renamed	Q6DG32	Q96CQ1
OG0005619	Human.UniProt.renamed	Q5TZE1	Q96KE9
OG0005620	Human.UniProt.renamed	Q6PFT6	Q9BQJ4
OG0005621	Human.UniProt.renamed	F1QW63	Q9BYC5
OG0005622	Human.UniProt.renamed	Q6TNS1	Q9BYG4
OG0005623	Human.UniProt.renamed	A0A8M9QFY2	Q9C0A6
OG0005624	Human.UniProt.renamed	F1R676	Q9H488
OG0005626	Human.UniProt.renamed	A0A2R8Q7B6	Q9HCD6
OG0005627	Human.UniProt.renamed	Q071E0	Q9NQR1
OG0005628	Human.UniProt.renamed	Q7SXR2	Q9NXW2
OG0005629	Human.UniProt.renamed	Q7SXG4	Q9UBT2
OG0005630	Human.UniProt.renamed	Q7T340	Q9Y295
OG0005631	Human.UniProt.renamed	Q6DEG4	Q9Y2Q5
OG0005632	Human.UniProt.renamed	E7F602	Q9Y2X0
OG0005633	Human.UniProt.renamed	Q7T006	Q9Y4R8
OG0005635	Human.UniProt.renamed	A0A8M9PQA7	O14757
OG0005636	Human.UniProt.renamed	Q801V3	O14977
OG0005637	Human.UniProt.renamed	A4QP06	O43395
OG0005638	Human.UniProt.renamed	A0A8M9QJE9	O60271
OG0005639	Human.UniProt.renamed	A8WHX0	O60294
OG0005640	Human.UniProt.renamed	A5WWI5	P02765
OG0005641	Human.UniProt.renamed	Q6P3J5	P13639
OG0005642	Human.UniProt.renamed	Q4V916	P14324
OG0005643	Human.UniProt.renamed	Q6PBW4	P23284
OG0005644	Human.UniProt.renamed	Q90Z10	P26373
OG0005645	Human.UniProt.renamed	A0A8M3AT28	P33402
OG0005646	Human.UniProt.renamed	A0A8M9PEX6	P41235
OG0005647	Human.UniProt.renamed	A5PLA5	P48048
OG0005648	Human.UniProt.renamed	Q6Q416	P62750
OG0005649	Human.UniProt.renamed	Q6DGL9	P63173
OG0005650	Human.UniProt.renamed	E7EZW5	Q02108
OG0005651	Human.UniProt.renamed	A0A8M3AR97	Q12955
OG0005652	Human.UniProt.renamed	F1QMB0	Q13608
OG0005653	Human.UniProt.renamed	A0A8M2BFU7	Q14330
OG0005654	Human.UniProt.renamed	F1QW52	Q14520
OG0005655	Human.UniProt.renamed	A0A8N7T601	Q15173
OG0005656	Human.UniProt.renamed	A0A8M2BIL8	Q15717
OG0005657	Human.UniProt.renamed	A0A8M6YW11	Q4G148
OG0005658	Human.UniProt.renamed	A0A8M3AV89	Q5T890
OG0005659	Human.UniProt.renamed	Q5XJ13	Q68DC2
OG0005660	Human.UniProt.renamed	A0A8N7TE93	Q6ZS81
OG0005661	Human.UniProt.renamed	Q08BG1	Q6ZT21
OG0005662	Human.UniProt.renamed	F6NFN1	Q70J99
OG0005663	Human.UniProt.renamed	Q6PD83	Q7L1Q6
OG0005664	Human.UniProt.renamed	F1Q815	Q8N2H3
OG0005665	Human.UniProt.renamed	Q7SYI8	Q8N4S0
OG0005666	Human.UniProt.renamed	F1R9F5	Q8NFJ8
OG0005667	Human.UniProt.renamed	F1QNV4	Q8WUM0
OG0005668	Human.UniProt.renamed	A0A8N7UQZ5	Q8WXX0
OG0005669	Human.UniProt.renamed	F1QKH7	Q8WZ79
OG0005670	Human.UniProt.renamed	Q6KC03	Q92187
OG0005671	Human.UniProt.renamed	K7DYL5	Q96NR3
OG0005672	Human.UniProt.renamed	Q6NWJ0	Q9BQE9
OG0005673	Human.UniProt.renamed	Q6PH11	Q9BRP8
OG0005674	Human.UniProt.renamed	P51028	Q9H1J5
OG0005675	Human.UniProt.renamed	Q7SXD1	Q9H4I3
OG0005676	Human.UniProt.renamed	A0A8M2B9Z8	Q9H4M7
OG0005677	Human.UniProt.renamed	A0A8M3AYP8	Q9H772
OG0005678	Human.UniProt.renamed	P59679	Q9H981
OG0005679	Human.UniProt.renamed	Q6DRH5	Q9NPE3
OG0005680	Human.UniProt.renamed	Q6NW98	Q9NRG9
OG0005681	Human.UniProt.renamed	Q58EK9	Q9NUP7
OG0005682	Human.UniProt.renamed	Q5RHU6	Q9NVE4
OG0005683	Human.UniProt.renamed	Q6TNU3	Q9NVR2
OG0005684	Human.UniProt.renamed	Q5EB19	Q9UBF6
OG0005685	Human.UniProt.renamed	Q6DG55	Q9UHH9
OG0005686	Human.UniProt.renamed	A0A8M6Z886	Q9UKK3
OG0005687	Human.UniProt.renamed	Q6IQC7	Q9Y320
OG0005688	Human.UniProt.renamed	Q6P6E4	Q9Y4Z0
OG0005689	Human.UniProt.renamed	Q5TZ59	O14649
OG0005690	Human.UniProt.renamed	E7F292	O15264
OG0005691	Human.UniProt.renamed	A0A8M3AXH4	O43525
OG0005692	Human.UniProt.renamed	Q803J9	O43567
OG0005693	Human.UniProt.renamed	Q68BU9	O75603
OG0005694	Human.UniProt.renamed	Q6NWI8	O95571
OG0005695	Human.UniProt.renamed	Q9DFG4	O95715
OG0005696	Human.UniProt.renamed	A0A8M9PLS5	O95727
OG0005697	Human.UniProt.renamed	A0AUR8	P14868
OG0005698	Human.UniProt.renamed	Q6DRC0	P49591
OG0005699	Human.UniProt.renamed	Q6NV33	P50213
OG0005700	Human.UniProt.renamed	Q7ZYX7	P51665
OG0005701	Human.UniProt.renamed	F6P697	Q00613
OG0005702	Human.UniProt.renamed	Q6IQL7	Q08752
OG0005703	Human.UniProt.renamed	A2BEV6	Q0ZGT2
OG0005704	Human.UniProt.renamed	Q6GML2	Q14558
OG0005705	Human.UniProt.renamed	A9XPA2	Q14940
OG0005706	Human.UniProt.renamed	A0PJT0	Q5EBL4
OG0005707	Human.UniProt.renamed	A0A8M1Q6V5	Q5JTZ9
OG0005708	Human.UniProt.renamed	A0A8M9Q2M7	Q6UX06
OG0005709	Human.UniProt.renamed	E7EXE9	Q7Z6E9
OG0005710	Human.UniProt.renamed	Q6NZ18	Q7Z7F0
OG0005711	Human.UniProt.renamed	F1QKJ6	Q86UA6
OG0005712	Human.UniProt.renamed	F1QK31	Q8IUW5
OG0005713	Human.UniProt.renamed	F1QSN8	Q8N2G8
OG0005714	Human.UniProt.renamed	Q6DHU4	Q8NAV1
OG0005715	Human.UniProt.renamed	E7F6C1	Q8WU58
OG0005716	Human.UniProt.renamed	E7FE37	Q969G6
OG0005717	Human.UniProt.renamed	Q4KME1	Q969Q5
OG0005718	Human.UniProt.renamed	F1Q4N6	Q96AT1
OG0005719	Human.UniProt.renamed	A2VD33	Q96EN8
OG0005720	Human.UniProt.renamed	A0A8M1PSE7	Q96T49
OG0005721	Human.UniProt.renamed	Q6GMH0	Q99633
OG0005722	Human.UniProt.renamed	Q6DGA7	Q9BQA9
OG0005723	Human.UniProt.renamed	F1RD59	Q9BUV8
OG0005724	Human.UniProt.renamed	Q5XJA1	Q9H079
OG0005725	Human.UniProt.renamed	E9QCB3	Q9H4K7
OG0005726	Human.UniProt.renamed	Q4KMI6	Q9H8U3
OG0005727	Human.UniProt.renamed	E7F6K4	Q9HBL6
OG0005728	Human.UniProt.renamed	Q7ZU42	Q9NTK5
OG0005729	Human.UniProt.renamed	B7ZD93	Q9P0P8
OG0005730	Human.UniProt.renamed	Q6DC93	Q9UBV8
OG0005731	Human.UniProt.renamed	Q568C9	Q9UKD2
OG0005732	Human.UniProt.renamed	Q6PFM8	Q9UNX4
OG0005733	Human.UniProt.renamed	A2CEY7	A0A1B0GV85
OG0005734	Human.UniProt.renamed	Q6DBW5	O15116
OG0005735	Human.UniProt.renamed	Q08CL9	O15259
OG0005736	Human.UniProt.renamed	Q5BLH8	O43615
OG0005737	Human.UniProt.renamed	Q502P6	O43920
OG0005738	Human.UniProt.renamed	Q5MD90	O60383
OG0005739	Human.UniProt.renamed	A0A2R8Q4Q2	O75596
OG0005740	Human.UniProt.renamed	Q7ZV87	O95400
OG0005741	Human.UniProt.renamed	A0A8M3AXE0	O95990
OG0005742	Human.UniProt.renamed	Q9MIY9	P03891
OG0005743	Human.UniProt.renamed	Q803Q7	P04075
OG0005744	Human.UniProt.renamed	Q8JH71	P05062
OG0005745	Human.UniProt.renamed	A0A8M9PKZ7	P0DMQ5
OG0005746	Human.UniProt.renamed	O13109	P12643
OG0005747	Human.UniProt.renamed	Q568L5	P14550
OG0005748	Human.UniProt.renamed	A0A8M3AL15	P27708
OG0005749	Human.UniProt.renamed	F1QLK8	P35368
OG0005750	Human.UniProt.renamed	Q6DGQ2	P47224
OG0005751	Human.UniProt.renamed	Q9IB48	P61923
OG0005752	Human.UniProt.renamed	Q7ZUG5	P63220
OG0005753	Human.UniProt.renamed	Q800V7	P63316
OG0005754	Human.UniProt.renamed	B0V1J1	Q13393
OG0005755	Human.UniProt.renamed	A0A8M3B5A2	Q13459
OG0005756	Human.UniProt.renamed	Q4KMH6	Q14257
OG0005757	Human.UniProt.renamed	B3DIV9	Q2TBA0
OG0005758	Human.UniProt.renamed	A0A8M1RM22	Q5JPI3
OG0005759	Human.UniProt.renamed	Q7ZUW6	Q5MNZ6
OG0005760	Human.UniProt.renamed	E7EYY9	Q5SRI9
OG0005761	Human.UniProt.renamed	A0A2R8QK73	Q5VWI1
OG0005762	Human.UniProt.renamed	A0A8M3B4Q4	Q6R327
OG0005763	Human.UniProt.renamed	F1QPF3	Q6ZMG9
OG0005764	Human.UniProt.renamed	E7F8D8	Q86U86
OG0005765	Human.UniProt.renamed	Q5BLE9	Q8IV63
OG0005766	Human.UniProt.renamed	Q7ZVF0	Q8NBT0
OG0005767	Human.UniProt.renamed	A0A0R4ITG1	Q8TD10
OG0005768	Human.UniProt.renamed	Q7ZV14	Q8TED1
OG0005769	Human.UniProt.renamed	F1R238	Q96HF1
OG0005770	Human.UniProt.renamed	E7FA10	Q96P66
OG0005771	Human.UniProt.renamed	F6NXI9	Q96Q11
OG0005772	Human.UniProt.renamed	A0JML7	Q9BRR6
OG0005773	Human.UniProt.renamed	Q7T012	Q9BSH5
OG0005774	Human.UniProt.renamed	A0A8M1QR96	Q9BTA0
OG0005775	Human.UniProt.renamed	Q1LY10	Q9BTV5
OG0005776	Human.UniProt.renamed	Q6DRP2	Q9BVP2
OG0005777	Human.UniProt.renamed	Q6DHN3	Q9BX73
OG0005778	Human.UniProt.renamed	Q08BP7	Q9H0A6
OG0005779	Human.UniProt.renamed	A4QP31	Q9NVR7
OG0005780	Human.UniProt.renamed	A2BIJ3	Q9NW68
OG0005781	Human.UniProt.renamed	A0A8M2BA76	Q9P1Y6
OG0005782	Human.UniProt.renamed	Q5SPP5	Q9Y2G0
OG0005783	Human.UniProt.renamed	A0A8M3AW37	Q9Y371
OG0005784	Human.UniProt.renamed	Q499B2	Q9Y6A9
OG0005785	Human.UniProt.renamed	Q567Y4	Q9Y6M9
OG0005786	Human.UniProt.renamed	B3DLH3	O43741
OG0005787	Human.UniProt.renamed	Q568R9	O76070
OG0005788	Human.UniProt.renamed	Q561S6	O94777
OG0005789	Human.UniProt.renamed	Q0IJ39	P06744
OG0005790	Human.UniProt.renamed	P09014	P09067
OG0005791	Human.UniProt.renamed	Q05AI8	P17661
OG0005792	Human.UniProt.renamed	Q6PBX4	P17752
OG0005793	Human.UniProt.renamed	A1L237	P21128
OG0005794	Human.UniProt.renamed	Q7T0F4	P29762
OG0005795	Human.UniProt.renamed	A1L1Y0	P40126
OG0005796	Human.UniProt.renamed	A0A8M1Q745	Q01201
OG0005797	Human.UniProt.renamed	Q6NYA0	Q07955
OG0005798	Human.UniProt.renamed	A0A8M9NZX8	Q08AE8
OG0005799	Human.UniProt.renamed	A0JMK9	Q13111
OG0005800	Human.UniProt.renamed	A0A8M9QAQ9	Q13308
OG0005802	Human.UniProt.renamed	A0A8M1PUG2	Q5VUB5
OG0005803	Human.UniProt.renamed	A0A286YB35	Q6PJI9
