Orthogroup	Species	Human.UniProt.renamed	Orthologs
OG0006832	Zebrafish.UniProt.renamed	Q86Y39	Q7SXE9
OG0006833	Zebrafish.UniProt.renamed	Q8N165	Q32PP3
OG0006834	Zebrafish.UniProt.renamed	Q8NDY6	Q4V9J8
OG0006835	Zebrafish.UniProt.renamed	Q9BS18	E7FFM7
OG0006836	Zebrafish.UniProt.renamed	Q9BX40	F1Q898
OG0006837	Zebrafish.UniProt.renamed	Q9C0H9	A0A8M9PTL8
OG0006838	Zebrafish.UniProt.renamed	Q9GZS1	Q501W9
OG0006839	Zebrafish.UniProt.renamed	Q9H1Y0	F1RDC0
OG0006840	Zebrafish.UniProt.renamed	Q9H477	Q6IQD5
OG0006841	Zebrafish.UniProt.renamed	Q9H5V9	Q66I61
OG0006842	Zebrafish.UniProt.renamed	Q9NW82	A0A8M9PTQ6
OG0006843	Zebrafish.UniProt.renamed	Q9UJH8	F1QJ72
OG0006844	Zebrafish.UniProt.renamed	Q9UJV9	A0A4P2L339
OG0006845	Zebrafish.UniProt.renamed	Q9ULJ6	A0A8M2B372
OG0006846	Zebrafish.UniProt.renamed	Q9Y3B8	F1QNX9
OG0006847	Zebrafish.UniProt.renamed	Q9Y5K8	Q7ZVX8
OG0006848	Zebrafish.UniProt.renamed	Q9Y6K8	A5PMF1
OG0006849	Zebrafish.UniProt.renamed	A2A3L6	A0A8M9PMP7
OG0006850	Zebrafish.UniProt.renamed	C9JLW8	Q0P4B9
OG0006851	Zebrafish.UniProt.renamed	O60476	B0V2X9
OG0006852	Zebrafish.UniProt.renamed	O60678	Q566T5
OG0006853	Zebrafish.UniProt.renamed	O75531	Q6P026
OG0006854	Zebrafish.UniProt.renamed	O75940	Q7ZV80
OG0006855	Zebrafish.UniProt.renamed	O95096	Q90481
OG0006856	Zebrafish.UniProt.renamed	P30990	A0A0A7H8E2
OG0006857	Zebrafish.UniProt.renamed	P51957	Q7T299
OG0006858	Zebrafish.UniProt.renamed	P54136	Q7ZVF4
OG0006859	Zebrafish.UniProt.renamed	P62837	Q7ZUK1
OG0006860	Zebrafish.UniProt.renamed	Q05586	Q6ZM67
OG0006861	Zebrafish.UniProt.renamed	Q13424	A0A8M1RLW3
OG0006862	Zebrafish.UniProt.renamed	Q13573	Q6DRP3
OG0006863	Zebrafish.UniProt.renamed	Q14656	F1QND5
OG0006864	Zebrafish.UniProt.renamed	Q2TAL5	Q76C07
OG0006865	Zebrafish.UniProt.renamed	Q4G0F5	Q6DH23
OG0006866	Zebrafish.UniProt.renamed	Q5SV17	E7FFC9
OG0006867	Zebrafish.UniProt.renamed	Q5TC84	E7EYE2
OG0006868	Zebrafish.UniProt.renamed	Q5TIE3	A0A8M6YY12
OG0006869	Zebrafish.UniProt.renamed	Q6UW78	B3DFP2
OG0006870	Zebrafish.UniProt.renamed	Q6ZTZ1	E7EZ34
OG0006871	Zebrafish.UniProt.renamed	Q6ZVW7	A0A8M1RS12
OG0006872	Zebrafish.UniProt.renamed	Q7Z602	A0A8M1PZN3
OG0006873	Zebrafish.UniProt.renamed	Q8N1A6	Q6P2T7
OG0006874	Zebrafish.UniProt.renamed	Q8NBE8	A0A8N7UUT7
OG0006875	Zebrafish.UniProt.renamed	Q8NE00	E7F9F2
OG0006876	Zebrafish.UniProt.renamed	Q969Q6	Q803V3
OG0006877	Zebrafish.UniProt.renamed	Q96JB2	A0A8M1NPJ9
OG0006878	Zebrafish.UniProt.renamed	Q96L34	A0A8M2B3S3
OG0006879	Zebrafish.UniProt.renamed	Q96PX1	A0A8M2B321
OG0006880	Zebrafish.UniProt.renamed	Q9BSH4	A0A0G2L877
OG0006881	Zebrafish.UniProt.renamed	Q9BSQ5	Q6DRP4
OG0006882	Zebrafish.UniProt.renamed	Q9BXB1	E7FE13
OG0006883	Zebrafish.UniProt.renamed	Q9NU53	Q5RII3
OG0006884	Zebrafish.UniProt.renamed	Q9NUL5	A7YY07
OG0006885	Zebrafish.UniProt.renamed	Q9NVV4	E7FEW2
OG0006886	Zebrafish.UniProt.renamed	Q9NY72	F8W4B3
OG0006887	Zebrafish.UniProt.renamed	Q9UBN1	E7FGK7
OG0006888	Zebrafish.UniProt.renamed	Q9UI95	Q568H3
OG0006889	Zebrafish.UniProt.renamed	Q9UPV7	A0A8M9QKZ1
OG0006890	Zebrafish.UniProt.renamed	Q9Y5R5	Q9W7K3
OG0006891	Zebrafish.UniProt.renamed	A1L4L8	E7FDI5
OG0006892	Zebrafish.UniProt.renamed	O15049	A0A8M9QBP4
OG0006893	Zebrafish.UniProt.renamed	O43280	A0A8M1PUG5
OG0006894	Zebrafish.UniProt.renamed	O60266	E7FDV3
OG0006895	Zebrafish.UniProt.renamed	O75533	F1QQZ1
OG0006896	Zebrafish.UniProt.renamed	O76038	Q5XJX1
OG0006897	Zebrafish.UniProt.renamed	O95169	Q6P5L5
OG0006898	Zebrafish.UniProt.renamed	P03915	Q9MIY0
OG0006899	Zebrafish.UniProt.renamed	P0DPB6	Q6DRI4
OG0006900	Zebrafish.UniProt.renamed	P13196	Q7T2F0
OG0006901	Zebrafish.UniProt.renamed	P15173	Q9DG26
OG0006902	Zebrafish.UniProt.renamed	P18850	Q5RH85
OG0006903	Zebrafish.UniProt.renamed	P48736	A0A8M9Q5U7
OG0006904	Zebrafish.UniProt.renamed	P49069	A0A0R4ING6
OG0006905	Zebrafish.UniProt.renamed	Q12905	Q6NZ06
OG0006906	Zebrafish.UniProt.renamed	Q14152	Q6PCR7
OG0006907	Zebrafish.UniProt.renamed	Q15013	E7F9G1
OG0006908	Zebrafish.UniProt.renamed	Q15645	Q6PH52
OG0006909	Zebrafish.UniProt.renamed	Q2M3C6	A0A8M9PGX9
OG0006910	Zebrafish.UniProt.renamed	Q4G0J3	Q7ZWE3
OG0006911	Zebrafish.UniProt.renamed	Q5TC63	Q6PBU5
OG0006912	Zebrafish.UniProt.renamed	Q63HM2	A2RUW7
OG0006913	Zebrafish.UniProt.renamed	Q6NS38	A3QK41
OG0006914	Zebrafish.UniProt.renamed	Q6ZSB9	A2RUZ2
OG0006915	Zebrafish.UniProt.renamed	Q86YN1	Q5XJT5
OG0006916	Zebrafish.UniProt.renamed	Q8IWZ6	Q08C18
OG0006917	Zebrafish.UniProt.renamed	Q8N468	Q7SXB7
OG0006918	Zebrafish.UniProt.renamed	Q8N4Q1	Q6DEI8
OG0006919	Zebrafish.UniProt.renamed	Q8N865	A0A8M3AQJ3
OG0006920	Zebrafish.UniProt.renamed	Q8N9M1	Q1JQ47
OG0006921	Zebrafish.UniProt.renamed	Q8N9R8	A0A8M9PYR3
OG0006922	Zebrafish.UniProt.renamed	Q92783	A5PMY5
OG0006923	Zebrafish.UniProt.renamed	Q969H6	Q5BJI6
OG0006924	Zebrafish.UniProt.renamed	Q96AQ9	A0A8M3AVD7
OG0006925	Zebrafish.UniProt.renamed	Q96AY2	E7F6N8
OG0006926	Zebrafish.UniProt.renamed	Q96BI1	Q32LS0
OG0006927	Zebrafish.UniProt.renamed	Q96HH6	Q6IQ88
OG0006928	Zebrafish.UniProt.renamed	Q96IV0	Q503I8
OG0006929	Zebrafish.UniProt.renamed	Q96JY6	A0A8M3AVD9
OG0006930	Zebrafish.UniProt.renamed	Q99836	Q5XJ85
OG0006931	Zebrafish.UniProt.renamed	Q9BSY9	Q6DC39
OG0006932	Zebrafish.UniProt.renamed	Q9BWV1	Q8UVD6
OG0006933	Zebrafish.UniProt.renamed	Q9C0B7	A0A2R8Q077
OG0006934	Zebrafish.UniProt.renamed	Q9C0K7	F1QQD8
OG0006935	Zebrafish.UniProt.renamed	Q9H0R1	A0A8M2B5U6
OG0006936	Zebrafish.UniProt.renamed	Q9H3C7	F6PDK1
OG0006937	Zebrafish.UniProt.renamed	Q9P021	Q567Z6
OG0006938	Zebrafish.UniProt.renamed	Q9P0V3	Q1LVQ2
OG0006939	Zebrafish.UniProt.renamed	Q9P2R3	A0A0R4IK06
OG0006940	Zebrafish.UniProt.renamed	Q9UL33	A0A2R8S035
OG0006941	Zebrafish.UniProt.renamed	Q9Y2Z2	A0A8M3B787
OG0006942	Zebrafish.UniProt.renamed	Q9Y3B2	B8A4H5
OG0006943	Zebrafish.UniProt.renamed	A6NM62	A0A8M9PK08
OG0006944	Zebrafish.UniProt.renamed	O14548	Q7SXI1
OG0006945	Zebrafish.UniProt.renamed	O14981	A0A8M2BGW0
OG0006946	Zebrafish.UniProt.renamed	O15258	Q6PE45
OG0006948	Zebrafish.UniProt.renamed	O43826	A0A8M3AH42
OG0006949	Zebrafish.UniProt.renamed	O60479	Q01702
OG0006950	Zebrafish.UniProt.renamed	O95149	Q6P5J9
OG0006951	Zebrafish.UniProt.renamed	O95398	A0A8M2B9K2
OG0006952	Zebrafish.UniProt.renamed	P14416	Q8AWE0
OG0006953	Zebrafish.UniProt.renamed	P35442	F8W5Z7
OG0006954	Zebrafish.UniProt.renamed	P43307	Q8AWW3
OG0006955	Zebrafish.UniProt.renamed	P49758	Q38JL1
OG0006956	Zebrafish.UniProt.renamed	P56693	Q90XD1
OG0006957	Zebrafish.UniProt.renamed	P57054	A0A8M2BJV2
OG0006958	Zebrafish.UniProt.renamed	Q01968	A0A0R4IPY6
OG0006959	Zebrafish.UniProt.renamed	Q14974	A0A0R4IMZ8
OG0006960	Zebrafish.UniProt.renamed	Q15746	A0A8M3BC88
OG0006961	Zebrafish.UniProt.renamed	Q4KWH8	A0A8M9P1F6
OG0006962	Zebrafish.UniProt.renamed	Q5TA45	Q503E1
OG0006963	Zebrafish.UniProt.renamed	Q5TGS1	Q90465
OG0006964	Zebrafish.UniProt.renamed	Q5VYS4	A0A8M9Q3I1
OG0006965	Zebrafish.UniProt.renamed	Q69YQ0	A0A8M9PD49
OG0006966	Zebrafish.UniProt.renamed	Q6NZI2	A6NA21
OG0006967	Zebrafish.UniProt.renamed	Q6UWS5	E9QJ05
OG0006968	Zebrafish.UniProt.renamed	Q86V85	A0A8M1RHB2
OG0006969	Zebrafish.UniProt.renamed	Q8NHP6	A0A2R8QKX7
OG0006970	Zebrafish.UniProt.renamed	Q92572	Q5XJJ8
OG0006971	Zebrafish.UniProt.renamed	Q969E3	Q1LYP1
OG0006972	Zebrafish.UniProt.renamed	Q96BP2	A3KNX4
OG0006973	Zebrafish.UniProt.renamed	Q96LR7	B8JJ41
OG0006974	Zebrafish.UniProt.renamed	Q96NT3	Q08CN7
OG0006975	Zebrafish.UniProt.renamed	Q9C0E2	Q802D3
OG0006976	Zebrafish.UniProt.renamed	Q9GZS0	A0A8M2B2H1
OG0006977	Zebrafish.UniProt.renamed	Q9HBU6	Q5RGY0
OG0006978	Zebrafish.UniProt.renamed	Q9NQX1	F1Q8J8
OG0006979	Zebrafish.UniProt.renamed	Q9NUS5	B8JKA7
OG0006980	Zebrafish.UniProt.renamed	Q9P2G1	E7EYI2
OG0006981	Zebrafish.UniProt.renamed	Q9P2G4	A0A0R4IEV2
OG0006982	Zebrafish.UniProt.renamed	Q9UG56	A1A5T2
OG0006983	Zebrafish.UniProt.renamed	Q9UKA2	Q5U388
OG0006985	Zebrafish.UniProt.renamed	Q9Y2Z9	F1RAX8
OG0006986	Zebrafish.UniProt.renamed	Q9Y3D5	A4FVK9
OG0006987	Zebrafish.UniProt.renamed	Q9Y468	A0A8M1RED0
OG0006988	Zebrafish.UniProt.renamed	Q9Y4F5	A0A8M2B758
OG0006989	Zebrafish.UniProt.renamed	A0PJX4	F1QXS2
OG0006990	Zebrafish.UniProt.renamed	A6NJI9	A0A8M9PCH9
OG0006991	Zebrafish.UniProt.renamed	O15060	F1QNW5
OG0006992	Zebrafish.UniProt.renamed	O43909	Q5U7D2
OG0006993	Zebrafish.UniProt.renamed	O95801	Q6IQE3
OG0006994	Zebrafish.UniProt.renamed	O95967	Q5PR37
OG0006995	Zebrafish.UniProt.renamed	P11310	A2CG95
OG0006996	Zebrafish.UniProt.renamed	P20645	Q6P032
OG0006997	Zebrafish.UniProt.renamed	P25800	Q8JFQ2
OG0006998	Zebrafish.UniProt.renamed	P26368	E7F8Y4
OG0006999	Zebrafish.UniProt.renamed	P32321	Q568L4
OG0007000	Zebrafish.UniProt.renamed	P35270	F1QWX4
OG0007001	Zebrafish.UniProt.renamed	P48431	Q6P0E1
OG0007002	Zebrafish.UniProt.renamed	P51451	A0A8M6YUU4
OG0007003	Zebrafish.UniProt.renamed	P53667	Q0PWB7
OG0007004	Zebrafish.UniProt.renamed	P62256	Q7ZUF3
OG0007006	Zebrafish.UniProt.renamed	Q03112	A0A8M6YSJ7
OG0007007	Zebrafish.UniProt.renamed	Q12830	A0A8M3AQI5
OG0007008	Zebrafish.UniProt.renamed	Q13123	Q860B9
OG0007009	Zebrafish.UniProt.renamed	Q14956	E7F7J7
OG0007010	Zebrafish.UniProt.renamed	Q14995	Q6GMI3
OG0007011	Zebrafish.UniProt.renamed	Q4J6C6	B8JJX2
OG0007012	Zebrafish.UniProt.renamed	Q5JS54	A0A2R8QNS5
OG0007013	Zebrafish.UniProt.renamed	Q6NUQ4	F1QEL0
OG0007014	Zebrafish.UniProt.renamed	Q6UXF1	E7FAE6
OG0007015	Zebrafish.UniProt.renamed	Q86UT8	F1QIL3
OG0007016	Zebrafish.UniProt.renamed	Q8IZ41	B8JLE6
OG0007017	Zebrafish.UniProt.renamed	Q8IZM8	F1R7Q9
OG0007018	Zebrafish.UniProt.renamed	Q8N129	Q2L6K8
OG0007019	Zebrafish.UniProt.renamed	Q8N187	A0A8M9QJZ6
OG0007020	Zebrafish.UniProt.renamed	Q8N371	A8E534
OG0007021	Zebrafish.UniProt.renamed	Q8TBM8	A0JMH5
OG0007022	Zebrafish.UniProt.renamed	Q8WUN7	Q6DG43
OG0007023	Zebrafish.UniProt.renamed	Q92622	A0A0N5E8A0
OG0007024	Zebrafish.UniProt.renamed	Q969E2	Q4V8U2
OG0007025	Zebrafish.UniProt.renamed	Q96FN4	Q1LX40
OG0007026	Zebrafish.UniProt.renamed	Q96H22	Q6DHP4
OG0007027	Zebrafish.UniProt.renamed	Q96NT5	Q7ZWG6
OG0007028	Zebrafish.UniProt.renamed	Q99459	E9QIC1
OG0007029	Zebrafish.UniProt.renamed	Q9C0E4	A0A2R8PXX1
OG0007030	Zebrafish.UniProt.renamed	Q9HCS7	Q1LY92
OG0007031	Zebrafish.UniProt.renamed	Q9NPA0	Q5TYV0
OG0007032	Zebrafish.UniProt.renamed	Q9UPQ8	A4IG63
OG0007033	Zebrafish.UniProt.renamed	Q9Y2C4	Q502K1
OG0007034	Zebrafish.UniProt.renamed	Q9Y2I9	A0A8M9PVH3
OG0007036	Zebrafish.UniProt.renamed	A1KXE4	Q08BY2
OG0007037	Zebrafish.UniProt.renamed	A7XYQ1	A5X7A0
OG0007038	Zebrafish.UniProt.renamed	O60635	A0A8M6Z7L3
OG0007039	Zebrafish.UniProt.renamed	O60925	Q5D016
OG0007040	Zebrafish.UniProt.renamed	O75151	Q6P949
OG0007041	Zebrafish.UniProt.renamed	O75182	Q1LYM8
OG0007042	Zebrafish.UniProt.renamed	P01031	E7FCV2
OG0007043	Zebrafish.UniProt.renamed	P05198	Q9I9E9
OG0007044	Zebrafish.UniProt.renamed	P07949	A8E7C6
OG0007045	Zebrafish.UniProt.renamed	P10636	A0A8M9PDF7
OG0007046	Zebrafish.UniProt.renamed	P18825	Q90WY6
OG0007047	Zebrafish.UniProt.renamed	P20674	A0A0R4IVC8
OG0007048	Zebrafish.UniProt.renamed	P28290	A0A8M6Z880
OG0007049	Zebrafish.UniProt.renamed	P36896	F1QZF0
OG0007050	Zebrafish.UniProt.renamed	P37173	Q58EQ1
OG0007051	Zebrafish.UniProt.renamed	P48436	Q9DFH2
OG0007052	Zebrafish.UniProt.renamed	P49321	F1QNE0
OG0007053	Zebrafish.UniProt.renamed	P55851	Q9W720
OG0007054	Zebrafish.UniProt.renamed	P62993	Q6PC73
OG0007055	Zebrafish.UniProt.renamed	Q08397	Q2PS19
OG0007056	Zebrafish.UniProt.renamed	Q13433	Q6L8F3
OG0007057	Zebrafish.UniProt.renamed	Q2TAY7	Q7ZVA0
OG0007058	Zebrafish.UniProt.renamed	Q569H4	A8WGT0
OG0007059	Zebrafish.UniProt.renamed	Q5THJ4	A0A8M1QUR7
OG0007060	Zebrafish.UniProt.renamed	Q68DV7	A0A8M9Q3W1
OG0007061	Zebrafish.UniProt.renamed	Q6ZW05	Q5RIV7
OG0007062	Zebrafish.UniProt.renamed	Q7Z7L7	Q6NWY3
OG0007063	Zebrafish.UniProt.renamed	Q86YM7	B8JIC5
OG0007064	Zebrafish.UniProt.renamed	Q8IV01	B3DJ38
OG0007065	Zebrafish.UniProt.renamed	Q8IZQ8	A0A8M2BGQ6
OG0007066	Zebrafish.UniProt.renamed	Q8NA03	Q566N9
OG0007067	Zebrafish.UniProt.renamed	Q8NBP0	B3DIY5
OG0007068	Zebrafish.UniProt.renamed	Q8TA86	A0A0R4IJK4
OG0007069	Zebrafish.UniProt.renamed	Q8TAA5	E7F0C3
OG0007070	Zebrafish.UniProt.renamed	Q8TAD8	Q4V8W8
OG0007071	Zebrafish.UniProt.renamed	Q8WXD5	A0A8M1RNP7
OG0007072	Zebrafish.UniProt.renamed	Q969X0	A4IGC3
OG0007073	Zebrafish.UniProt.renamed	Q96EK2	A0A8M9QBZ4
OG0007074	Zebrafish.UniProt.renamed	Q96FZ2	A5PLB0
OG0007075	Zebrafish.UniProt.renamed	Q96JE7	A0A8M9P971
OG0007076	Zebrafish.UniProt.renamed	Q96ME7	A0A8M2B822
OG0007077	Zebrafish.UniProt.renamed	Q96PN7	A0A8M3AIN3
OG0007078	Zebrafish.UniProt.renamed	Q96T60	A0A0R4IRS4
OG0007079	Zebrafish.UniProt.renamed	Q9BQD3	Q6DBR9
OG0007080	Zebrafish.UniProt.renamed	Q9H156	F1QE14
OG0007081	Zebrafish.UniProt.renamed	Q9H4B0	Q32LQ3
OG0007082	Zebrafish.UniProt.renamed	Q9NQ79	A0A8M6Z2E1
OG0007083	Zebrafish.UniProt.renamed	Q9NV29	A0A8M1RS32
OG0007084	Zebrafish.UniProt.renamed	Q9NVP4	Q1LXR6
OG0007085	Zebrafish.UniProt.renamed	Q9Y3C6	Q3KR14
OG0007086	Zebrafish.UniProt.renamed	Q9Y534	A0A0G2KDN7
OG0007087	Zebrafish.UniProt.renamed	Q9Y5Y4	A0A8M3AUQ4
OG0007088	Zebrafish.UniProt.renamed	O00219	A0A8M3AJI3
OG0007089	Zebrafish.UniProt.renamed	O00628	Q5BKX2
OG0007090	Zebrafish.UniProt.renamed	O14957	A0A8M1NX84
OG0007091	Zebrafish.UniProt.renamed	O43683	F1QNS6
OG0007092	Zebrafish.UniProt.renamed	O94782	Q7ZVK6
OG0007093	Zebrafish.UniProt.renamed	P09960	Q6NUX4
OG0007094	Zebrafish.UniProt.renamed	P14780	Q7T317
OG0007095	Zebrafish.UniProt.renamed	P15880	Q6NWC3
OG0007096	Zebrafish.UniProt.renamed	P25205	Q5RIC5
OG0007097	Zebrafish.UniProt.renamed	P31939	B3DKL0
OG0007098	Zebrafish.UniProt.renamed	P32320	Q6P0R4
OG0007099	Zebrafish.UniProt.renamed	P35754	Q5XJ42
OG0007100	Zebrafish.UniProt.renamed	P48544	A0A0R4IAD0
OG0007101	Zebrafish.UniProt.renamed	P49327	E7F5V3
OG0007102	Zebrafish.UniProt.renamed	P62068	A5WWB0
OG0007103	Zebrafish.UniProt.renamed	P62072	Q6DI06
OG0007104	Zebrafish.UniProt.renamed	P62877	A4FUL3
OG0007105	Zebrafish.UniProt.renamed	Q12931	A8WFV1
OG0007106	Zebrafish.UniProt.renamed	Q13451	A0A8M2BDK0
OG0007107	Zebrafish.UniProt.renamed	Q4KMQ2	F1QNZ8
OG0007109	Zebrafish.UniProt.renamed	Q5EB52	Q1L8N7
OG0007110	Zebrafish.UniProt.renamed	Q6N063	A3KGZ2
OG0007111	Zebrafish.UniProt.renamed	Q6UUV7	A0A8M2BDX8
OG0007112	Zebrafish.UniProt.renamed	Q6UWP7	Q6NYV8
OG0007113	Zebrafish.UniProt.renamed	Q7Z3K3	A8E7N7
OG0007114	Zebrafish.UniProt.renamed	Q8N6T7	A0A8M9Q7D3
OG0007115	Zebrafish.UniProt.renamed	Q8NEZ3	A0A8M9Q0I2
OG0007116	Zebrafish.UniProt.renamed	Q92552	Q6AXL6
OG0007117	Zebrafish.UniProt.renamed	Q92819	Q9DG41
OG0007118	Zebrafish.UniProt.renamed	Q92887	F1DB26
OG0007119	Zebrafish.UniProt.renamed	Q969F0	A0A8M1PUI3
OG0007120	Zebrafish.UniProt.renamed	Q969F9	A0A8M2B8S1
OG0007121	Zebrafish.UniProt.renamed	Q969S8	F1QCV2
OG0007122	Zebrafish.UniProt.renamed	Q96BD5	A0A8M9PN21
OG0007123	Zebrafish.UniProt.renamed	Q96G21	Q6DI25
OG0007124	Zebrafish.UniProt.renamed	Q96HE9	E7FAB4
OG0007125	Zebrafish.UniProt.renamed	Q9BT88	F1RD06
OG0007126	Zebrafish.UniProt.renamed	Q9BTE0	F1R8Q4
OG0007127	Zebrafish.UniProt.renamed	Q9GZY4	A0A8M6Z345
OG0007128	Zebrafish.UniProt.renamed	Q9NRR6	A0A8M1NEC2
OG0007130	Zebrafish.UniProt.renamed	Q9UI10	A0A8M2B7A1
OG0007131	Zebrafish.UniProt.renamed	Q9UJ41	A0A8M3AWV2
OG0007132	Zebrafish.UniProt.renamed	Q9ULE0	A2RUW9
OG0007133	Zebrafish.UniProt.renamed	A8MPS7	A2BIR6
OG0007134	Zebrafish.UniProt.renamed	O14828	Q5U3I3
OG0007135	Zebrafish.UniProt.renamed	O43313	A0A8M6YW05
OG0007136	Zebrafish.UniProt.renamed	O43422	Q6DI10
OG0007137	Zebrafish.UniProt.renamed	O43829	Q7SYJ3
OG0007138	Zebrafish.UniProt.renamed	O60231	Q7ZVV8
OG0007139	Zebrafish.UniProt.renamed	P02452	Q6U1J5
OG0007140	Zebrafish.UniProt.renamed	P07195	Q9PVK4
OG0007141	Zebrafish.UniProt.renamed	P10071	Q6U6Z9
OG0007142	Zebrafish.UniProt.renamed	P12645	A0JML2
OG0007143	Zebrafish.UniProt.renamed	P12955	Q7SXT5
OG0007144	Zebrafish.UniProt.renamed	P21580	A0A8N7T672
OG0007145	Zebrafish.UniProt.renamed	P32245	B0V1P1
OG0007146	Zebrafish.UniProt.renamed	P43119	E7FE45
OG0007147	Zebrafish.UniProt.renamed	P53814	A0A8M9QEZ1
OG0007148	Zebrafish.UniProt.renamed	P78545	E7FB26
OG0007149	Zebrafish.UniProt.renamed	P78560	Q5XJP2
OG0007150	Zebrafish.UniProt.renamed	P98153	Q6DG59
OG0007151	Zebrafish.UniProt.renamed	Q01780	F1Q5Q7
OG0007152	Zebrafish.UniProt.renamed	Q12789	A0A8M9PQR3
OG0007153	Zebrafish.UniProt.renamed	Q14973	Q5SPG0
OG0007154	Zebrafish.UniProt.renamed	Q16773	F1QAI8
OG0007155	Zebrafish.UniProt.renamed	Q5VWW1	Q6NZU2
OG0007156	Zebrafish.UniProt.renamed	Q6ICB0	Q6PC81
OG0007157	Zebrafish.UniProt.renamed	Q6Y288	A0A068F9P7
OG0007158	Zebrafish.UniProt.renamed	Q6ZN16	A0A8M9PEA4
OG0007159	Zebrafish.UniProt.renamed	Q6ZU52	F1QC39
OG0007160	Zebrafish.UniProt.renamed	Q70HW3	Q4V9P0
OG0007161	Zebrafish.UniProt.renamed	Q7RTP6	F1QH17
OG0007162	Zebrafish.UniProt.renamed	Q8IXK2	A0A8N7TDK4
OG0007163	Zebrafish.UniProt.renamed	Q8N4T4	B0R089
OG0007164	Zebrafish.UniProt.renamed	Q8N8D1	Q6DRL2
OG0007165	Zebrafish.UniProt.renamed	Q8TAF8	F1Q837
OG0007166	Zebrafish.UniProt.renamed	Q8TF64	Q1ECV5
OG0007167	Zebrafish.UniProt.renamed	Q96C86	A0A8M1PGD6
OG0007168	Zebrafish.UniProt.renamed	Q96HW7	E7F2X3
OG0007169	Zebrafish.UniProt.renamed	Q96I15	A8WFT4
OG0007170	Zebrafish.UniProt.renamed	Q96J02	U6C7R6
OG0007171	Zebrafish.UniProt.renamed	Q9BQ48	E9QEZ5
OG0007172	Zebrafish.UniProt.renamed	Q9BTP7	A3KNN2
OG0007173	Zebrafish.UniProt.renamed	Q9BXC1	A0A8M9PUA0
OG0007174	Zebrafish.UniProt.renamed	Q9BZE9	Q568S9
OG0007175	Zebrafish.UniProt.renamed	Q9HA65	F1QXN6
OG0007176	Zebrafish.UniProt.renamed	Q9NUQ2	F1QDN6
OG0007177	Zebrafish.UniProt.renamed	Q9NVJ2	Q6NZW8
OG0007178	Zebrafish.UniProt.renamed	Q9NZI5	E7FCE3
OG0007179	Zebrafish.UniProt.renamed	Q9UJY1	Q6PFS1
OG0007180	Zebrafish.UniProt.renamed	Q9Y376	Q6IQL2
OG0007181	Zebrafish.UniProt.renamed	Q9Y3P4	A5PMS4
OG0007182	Zebrafish.UniProt.renamed	Q9Y6Y8	Q08BR7
OG0007183	Zebrafish.UniProt.renamed	O14949	F1QEJ5
OG0007184	Zebrafish.UniProt.renamed	O15440	E1B2R7
OG0007185	Zebrafish.UniProt.renamed	O43293	E9QHI3
OG0007186	Zebrafish.UniProt.renamed	O60287	A0A0R4ILM9
OG0007187	Zebrafish.UniProt.renamed	O75083	Q7ZVQ3
OG0007188	Zebrafish.UniProt.renamed	O75970	A0A8M6Z0B7
OG0007189	Zebrafish.UniProt.renamed	P33908	Q5RHM7
OG0007190	Zebrafish.UniProt.renamed	P54578	Q803B3
OG0007191	Zebrafish.UniProt.renamed	P60006	F1QY75
OG0007192	Zebrafish.UniProt.renamed	P61586	Q7T2E8
OG0007193	Zebrafish.UniProt.renamed	P62888	Q7ZUG6
OG0007194	Zebrafish.UniProt.renamed	P98161	A0A8M9QBN4
OG0007195	Zebrafish.UniProt.renamed	Q02223	A0A8M9PXH2
OG0007196	Zebrafish.UniProt.renamed	Q15006	Q6TGY8
OG0007197	Zebrafish.UniProt.renamed	Q15477	F1R881
OG0007198	Zebrafish.UniProt.renamed	Q16236	Q8JIM1
OG0007199	Zebrafish.UniProt.renamed	Q5T6S3	A0A8M2BE79
OG0007200	Zebrafish.UniProt.renamed	Q5T6V5	A4FUL9
OG0007201	Zebrafish.UniProt.renamed	Q5U5X0	A5PLG0
OG0007202	Zebrafish.UniProt.renamed	Q6J4K2	A0A8M9QHY2
OG0007203	Zebrafish.UniProt.renamed	Q6P387	A0A8M2B5N6
OG0007204	Zebrafish.UniProt.renamed	Q6P4R8	A0A8M2B866
OG0007205	Zebrafish.UniProt.renamed	Q70IA8	Q6GQN1
OG0007207	Zebrafish.UniProt.renamed	Q7Z333	A0A8N7UR12
OG0007208	Zebrafish.UniProt.renamed	Q7Z5G4	A0A8M9PTP1
OG0007209	Zebrafish.UniProt.renamed	Q86TS9	E7F658
OG0007210	Zebrafish.UniProt.renamed	Q86UA1	Q1JPZ7
OG0007211	Zebrafish.UniProt.renamed	Q86X55	Q6DC04
OG0007212	Zebrafish.UniProt.renamed	Q8N0X7	A8WFZ3
OG0007213	Zebrafish.UniProt.renamed	Q8NHU3	A0A8M1NT99
OG0007214	Zebrafish.UniProt.renamed	Q8TF46	A2RV18
OG0007215	Zebrafish.UniProt.renamed	Q8WTR2	B0S6R2
OG0007216	Zebrafish.UniProt.renamed	Q8WVV4	A0A2R8PYS8
OG0007217	Zebrafish.UniProt.renamed	Q8WZ55	E7F4W6
OG0007218	Zebrafish.UniProt.renamed	Q92547	A0A2R8RVN3
OG0007219	Zebrafish.UniProt.renamed	Q96S38	A0A0R4IV01
