Orthogroup	Zebrafish.UniProt.renamed	Human.UniProt.renamed
OG0005605	E7FG38	Q6ZN28
OG0005606	A0A8M2B364	Q76N32
OG0005607	A0A8M9PP74	Q7Z6I6
OG0005608	Q2YDQ8	Q8IUZ5
OG0005609	F1Q4U5	Q8IZH2
OG0005610	A0A8M3AVR8	Q8N0U7
OG0005611	A0A8M9PLF1	Q8N137
OG0005612	P0C8M4	Q8N3F0
OG0005613	Q2MJQ9	Q8NB12
OG0005614	A0A8M9Q6M1	Q8NEN9
OG0005615	Q4KMJ1	Q8WUX2
OG0005616	F1QFN6	Q8WZ73
OG0005617	Q6TGW5	Q92882
OG0005618	Q6DG32	Q96CQ1
OG0005619	Q5TZE1	Q96KE9
OG0005620	Q6PFT6	Q9BQJ4
OG0005621	F1QW63	Q9BYC5
OG0005622	Q6TNS1	Q9BYG4
OG0005623	A0A8M9QFY2	Q9C0A6
OG0005624	F1R676	Q9H488
OG0005626	A0A2R8Q7B6	Q9HCD6
OG0005627	Q071E0	Q9NQR1
OG0005628	Q7SXR2	Q9NXW2
OG0005629	Q7SXG4	Q9UBT2
OG0005630	Q7T340	Q9Y295
OG0005631	Q6DEG4	Q9Y2Q5
OG0005632	E7F602	Q9Y2X0
OG0005633	Q7T006	Q9Y4R8
OG0005635	A0A8M9PQA7	O14757
OG0005636	Q801V3	O14977
OG0005637	A4QP06	O43395
OG0005638	A0A8M9QJE9	O60271
OG0005639	A8WHX0	O60294
OG0005640	A5WWI5	P02765
OG0005641	Q6P3J5	P13639
OG0005642	Q4V916	P14324
OG0005643	Q6PBW4	P23284
OG0005644	Q90Z10	P26373
OG0005645	A0A8M3AT28	P33402
OG0005646	A0A8M9PEX6	P41235
OG0005647	A5PLA5	P48048
OG0005648	Q6Q416	P62750
OG0005649	Q6DGL9	P63173
OG0005650	E7EZW5	Q02108
OG0005651	A0A8M3AR97	Q12955
OG0005652	F1QMB0	Q13608
OG0005653	A0A8M2BFU7	Q14330
OG0005654	F1QW52	Q14520
OG0005655	A0A8N7T601	Q15173
OG0005656	A0A8M2BIL8	Q15717
OG0005657	A0A8M6YW11	Q4G148
OG0005658	A0A8M3AV89	Q5T890
OG0005659	Q5XJ13	Q68DC2
OG0005660	A0A8N7TE93	Q6ZS81
OG0005661	Q08BG1	Q6ZT21
OG0005662	F6NFN1	Q70J99
OG0005663	Q6PD83	Q7L1Q6
OG0005664	F1Q815	Q8N2H3
OG0005665	Q7SYI8	Q8N4S0
OG0005666	F1R9F5	Q8NFJ8
OG0005667	F1QNV4	Q8WUM0
OG0005668	A0A8N7UQZ5	Q8WXX0
OG0005669	F1QKH7	Q8WZ79
OG0005670	Q6KC03	Q92187
OG0005671	K7DYL5	Q96NR3
OG0005672	Q6NWJ0	Q9BQE9
OG0005673	Q6PH11	Q9BRP8
OG0005674	P51028	Q9H1J5
OG0005675	Q7SXD1	Q9H4I3
OG0005676	A0A8M2B9Z8	Q9H4M7
OG0005677	A0A8M3AYP8	Q9H772
OG0005678	P59679	Q9H981
OG0005679	Q6DRH5	Q9NPE3
OG0005680	Q6NW98	Q9NRG9
OG0005681	Q58EK9	Q9NUP7
OG0005682	Q5RHU6	Q9NVE4
OG0005683	Q6TNU3	Q9NVR2
OG0005684	Q5EB19	Q9UBF6
OG0005685	Q6DG55	Q9UHH9
OG0005686	A0A8M6Z886	Q9UKK3
OG0005687	Q6IQC7	Q9Y320
OG0005688	Q6P6E4	Q9Y4Z0
OG0005689	Q5TZ59	O14649
OG0005690	E7F292	O15264
OG0005691	A0A8M3AXH4	O43525
OG0005692	Q803J9	O43567
OG0005693	Q68BU9	O75603
OG0005694	Q6NWI8	O95571
OG0005695	Q9DFG4	O95715
OG0005696	A0A8M9PLS5	O95727
OG0005697	A0AUR8	P14868
OG0005698	Q6DRC0	P49591
OG0005699	Q6NV33	P50213
OG0005700	Q7ZYX7	P51665
OG0005701	F6P697	Q00613
OG0005702	Q6IQL7	Q08752
OG0005703	A2BEV6	Q0ZGT2
OG0005704	Q6GML2	Q14558
OG0005705	A9XPA2	Q14940
OG0005706	A0PJT0	Q5EBL4
OG0005707	A0A8M1Q6V5	Q5JTZ9
OG0005708	A0A8M9Q2M7	Q6UX06
OG0005709	E7EXE9	Q7Z6E9
OG0005710	Q6NZ18	Q7Z7F0
OG0005711	F1QKJ6	Q86UA6
OG0005712	F1QK31	Q8IUW5
OG0005713	F1QSN8	Q8N2G8
OG0005714	Q6DHU4	Q8NAV1
OG0005715	E7F6C1	Q8WU58
OG0005716	E7FE37	Q969G6
OG0005717	Q4KME1	Q969Q5
OG0005718	F1Q4N6	Q96AT1
OG0005719	A2VD33	Q96EN8
OG0005720	A0A8M1PSE7	Q96T49
OG0005721	Q6GMH0	Q99633
OG0005722	Q6DGA7	Q9BQA9
OG0005723	F1RD59	Q9BUV8
OG0005724	Q5XJA1	Q9H079
OG0005725	E9QCB3	Q9H4K7
OG0005726	Q4KMI6	Q9H8U3
OG0005727	E7F6K4	Q9HBL6
OG0005728	Q7ZU42	Q9NTK5
OG0005729	B7ZD93	Q9P0P8
OG0005730	Q6DC93	Q9UBV8
OG0005731	Q568C9	Q9UKD2
OG0005732	Q6PFM8	Q9UNX4
OG0005733	A2CEY7	A0A1B0GV85
OG0005734	Q6DBW5	O15116
OG0005735	Q08CL9	O15259
OG0005736	Q5BLH8	O43615
OG0005737	Q502P6	O43920
OG0005738	Q5MD90	O60383
OG0005739	A0A2R8Q4Q2	O75596
OG0005740	Q7ZV87	O95400
OG0005741	A0A8M3AXE0	O95990
OG0005742	Q9MIY9	P03891
OG0005743	Q803Q7	P04075
OG0005744	Q8JH71	P05062
OG0005745	A0A8M9PKZ7	P0DMQ5
OG0005746	O13109	P12643
OG0005747	Q568L5	P14550
OG0005748	A0A8M3AL15	P27708
OG0005749	F1QLK8	P35368
OG0005750	Q6DGQ2	P47224
OG0005751	Q9IB48	P61923
OG0005752	Q7ZUG5	P63220
OG0005753	Q800V7	P63316
OG0005754	B0V1J1	Q13393
OG0005755	A0A8M3B5A2	Q13459
OG0005756	Q4KMH6	Q14257
OG0005757	B3DIV9	Q2TBA0
OG0005758	A0A8M1RM22	Q5JPI3
OG0005759	Q7ZUW6	Q5MNZ6
OG0005760	E7EYY9	Q5SRI9
OG0005761	A0A2R8QK73	Q5VWI1
OG0005762	A0A8M3B4Q4	Q6R327
OG0005763	F1QPF3	Q6ZMG9
OG0005764	E7F8D8	Q86U86
OG0005765	Q5BLE9	Q8IV63
OG0005766	Q7ZVF0	Q8NBT0
OG0005767	A0A0R4ITG1	Q8TD10
OG0005768	Q7ZV14	Q8TED1
OG0005769	F1R238	Q96HF1
OG0005770	E7FA10	Q96P66
OG0005771	F6NXI9	Q96Q11
OG0005772	A0JML7	Q9BRR6
OG0005773	Q7T012	Q9BSH5
OG0005774	A0A8M1QR96	Q9BTA0
OG0005775	Q1LY10	Q9BTV5
OG0005776	Q6DRP2	Q9BVP2
OG0005777	Q6DHN3	Q9BX73
OG0005778	Q08BP7	Q9H0A6
OG0005779	A4QP31	Q9NVR7
OG0005780	A2BIJ3	Q9NW68
OG0005781	A0A8M2BA76	Q9P1Y6
OG0005782	Q5SPP5	Q9Y2G0
OG0005783	A0A8M3AW37	Q9Y371
OG0005784	Q499B2	Q9Y6A9
OG0005785	Q567Y4	Q9Y6M9
OG0005786	B3DLH3	O43741
OG0005787	Q568R9	O76070
OG0005788	Q561S6	O94777
OG0005789	Q0IJ39	P06744
OG0005790	P09014	P09067
OG0005791	Q05AI8	P17661
OG0005792	Q6PBX4	P17752
OG0005793	A1L237	P21128
OG0005794	Q7T0F4	P29762
OG0005795	A1L1Y0	P40126
OG0005796	A0A8M1Q745	Q01201
OG0005797	Q6NYA0	Q07955
OG0005798	A0A8M9NZX8	Q08AE8
OG0005799	A0JMK9	Q13111
OG0005800	A0A8M9QAQ9	Q13308
OG0005802	A0A8M1PUG2	Q5VUB5
OG0005803	A0A286YB35	Q6PJI9
OG0005804	E7FDU7	Q6UXY8
OG0005805	Q8UVK2	Q7KZ85
OG0005806	Q6NWI1	Q7L4I2
OG0005807	A1L272	Q7RTT9
OG0005808	Q503N9	Q86TJ2
OG0005809	A0A8M9PA02	Q8IXS0
OG0005810	F1R4C4	Q8N2W9
OG0005811	Q4QRD7	Q8TC76
OG0005812	E7F342	Q8TCN5
OG0005813	Q0P4A4	Q8WUY8
OG0005814	A0A8M1N594	Q8WWF8
OG0005815	Q5RHI2	Q969R8
OG0005816	E9QB52	Q96BT7
OG0005817	A0A8M1PZG6	Q96LX7
OG0005818	Q08C98	Q96MH7
OG0005820	A5PLC6	Q99933
OG0005821	E7F707	Q9BT04
OG0005822	Q5BL36	Q9BTT6
OG0005823	A0A8M3AYZ5	Q9C0K1
OG0005824	Q7ZV33	Q9HD45
OG0005825	X1WFQ7	Q9NUR3
OG0005826	A0A8M1RNE9	Q9P1Z9
OG0005827	A3KPZ6	Q9UMR5
OG0005828	A0A8M9QEM5	Q9UP79
OG0005829	Q503C5	Q9Y530
OG0005830	Q6DC73	Q9Y664
OG0005832	Q502L0	O00124
OG0005833	E9QDE2	O00287
OG0005834	Q5J1R9	O15146
OG0005835	E7FFP8	O60477
OG0005836	F1QHE9	O75251
OG0005837	Q6DG79	P24387
OG0005838	E7FAS0	P27815
OG0005839	Q5RGF8	P27987
OG0005840	Q7T373	P54821
OG0005841	X1WEJ5	P56706
OG0005842	Q5U3E1	P62491
OG0005843	Q9DE44	Q00535
OG0005844	Q6DG42	Q13177
OG0005845	Q6DG84	Q13190
OG0005846	A0A0R4IGT8	Q5TCQ9
OG0005847	A0A8M3B4Z3	Q5TH69
OG0005848	F1QDV9	Q6NXP6
OG0005849	A0A2R8QAR5	Q6PL24
OG0005850	Q803B9	Q8IU60
OG0005851	A0A8M1P8M4	Q8IXL7
OG0005852	A0A8M3AZC8	Q8N4C6
OG0005853	Q6DGS1	Q8N5L8
OG0005854	Q7ZUV0	Q8N6S4
OG0005855	A0A8M3AX62	Q8NBM8
OG0005856	A0A193KX02	Q8WZ04
OG0005857	F1QZ06	Q92636
OG0005858	A0A8M3AZ76	Q96AE4
OG0005859	A0JMI2	Q96CH1
OG0005860	A3KNK1	Q9BXJ8
OG0005861	A0A8M2BGI7	Q9H4A4
OG0005862	Q5PQZ5	Q9H6I2
OG0005863	Q58EM4	Q9H993
OG0005864	Q5U373	Q9H9S4
OG0005865	A0A8N7UW33	Q9HC96
OG0005866	A0A8M1REF7	Q9NSN8
OG0005867	A0A2R8QCI3	Q9P219
OG0005868	A0A8M9PPI5	Q9UBM8
OG0005869	A4IFW6	Q9UEE5
OG0005870	A0A8M3B4P0	Q9UI46
OG0005871	Q6DRG6	Q9UKF6
OG0005872	A0A8M3AWA0	Q9Y2C2
OG0005873	A0A0R4IBR4	Q9Y2N7
OG0005874	Q7ZUG8	Q9Y3A2
OG0005876	A0A8M2B5A9	O14559
OG0005877	Q1ECZ4	O15234
OG0005878	F1Q7T8	O95237
OG0005879	Q7T355	O95376
OG0005880	Q568T8	O95544
OG0005881	B8JHR3	P13984
OG0005882	Q7T351	P18846
OG0005884	A0A8M2BLZ1	P35625
OG0005885	A0A0R4IZT6	P36873
OG0005886	A0A8M9PQY4	P51610
OG0005887	Q6IQC6	P55036
OG0005888	Q6NWJ2	P61009
OG0005889	A0A8N7T7D6	P80217
OG0005890	A0A0R4IU63	Q13255
OG0005891	B8A651	Q13277
OG0005892	Q5PRC2	Q14CX5
OG0005894	F1QUD8	Q16559
OG0005895	A0A0R4IUD3	Q2QL34
OG0005896	Q5RKN4	Q49A26
OG0005897	A0A8M9QNZ6	Q5JTD0
OG0005898	Q5RH77	Q5T8I3
OG0005899	C5H5C4	Q6P988
OG0005900	Q1LU94	Q6YI46
OG0005901	A0A8N7UVN1	Q7L8L6
OG0005902	U3JAP0	Q86SQ6
OG0005903	E7EXX2	Q8IVJ1
OG0005904	R4GEA8	Q8N456
OG0005905	Q1RLX7	Q8TAM2
OG0005906	A0A8M9Q4T0	Q8WZA2
OG0005907	A0JME6	Q96AB3
OG0005908	A0A8M9Q9C0	Q96DY2
OG0005909	F6P1A9	Q96FW1
OG0005910	Q6PHD4	Q9BRS8
OG0005912	A0A0R4IMR9	Q9H0Q0
OG0005913	A3KNA6	Q9H2F5
OG0005914	A0A0R5P9V6	Q9NP71
OG0005915	F1Q5K6	Q9NRK6
OG0005916	A0A8N7UVF1	Q9P107
OG0005917	Q32PV0	Q9UBP9
OG0005918	Q6R8J2	Q9ULI3
OG0005919	A1A607	Q9Y547
OG0005920	Q803I7	Q9Y617
OG0005921	Q566N0	Q9Y6X5
OG0005922	Q5PNP6	A8MW99
OG0005923	Q503S9	O14732
OG0005924	Q6P0B3	O15126
OG0005925	A0A8M2B5A7	O15211
OG0005926	A0A8M3B100	O43670
OG0005927	A0A8M9QHH2	O94856
OG0005928	A0A8M1N020	O95900
OG0005929	A0A8M9PNK3	P16930
OG0005930	A1L2A2	P21291
OG0005931	Q66I58	P53597
OG0005932	Q7ZTH6	P55084
OG0005933	Q7SXA1	P61254
OG0005935	Q66L58	Q08AM6
OG0005936	Q68EL6	Q16649
OG0005937	B7ZVA6	Q49B96
OG0005938	Q6DHB1	Q4LDG9
OG0005939	B0S794	Q5TZF3
OG0005940	A0A8M1NF66	Q6UWE0
OG0005941	A0A8M6Z172	Q6ZVZ8
OG0005942	A0A8N7UQQ7	Q70E73
OG0005943	Q6PFK1	Q86UK7
OG0005944	A0A0R4IJP6	Q8NA54
OG0005945	A0A8M2BLQ3	Q8NCC5
OG0005946	E7EXZ8	Q8TB68
OG0005947	Q6PBT5	Q8WU10
OG0005948	Q8QGA2	Q96A98
OG0005949	A7MBU9	Q96DG6
OG0005950	Q6DI31	Q96FX7
OG0005951	Q6DBX4	Q96GX5
OG0005952	Q90ZZ0	Q96PM5
OG0005953	A5D6S0	Q96ST3
OG0005954	A0A0N4STX9	Q99856
OG0005955	E7F1D2	Q9BTK6
OG0005956	B3DIQ7	Q9BUU2
OG0005957	A0A8M9QA23	Q9BZD2
OG0005958	A0A8M1Q245	Q9H6L5
OG0005959	A0A8M1Q1M8	Q9HCJ3
OG0005960	A0A8M1NAS6	Q9NQT4
OG0005961	A0A8M1NZD4	Q9NS73
OG0005962	Q803D4	Q9UBZ4
OG0005963	A0A8M2BLB3	Q9Y4B4
OG0005964	A0A8M2BDM8	A1L170
OG0005965	A0A8M9PSN0	A2RUB6
OG0005966	A0A8M3ARL9	A4IF30
OG0005967	A1L259	A6NGE7
OG0005969	A0A0G2L0Q2	B0YJ81
OG0005970	Q6NYP5	O14735
OG0005971	A0A8M6Z7U9	O15016
OG0005972	F1QJE5	O15355
OG0005973	Q6PBK0	O95168
OG0005974	Q1AMT3	P07148
OG0005975	E7FA09	P43234
OG0005976	Q90YX4	P46527
OG0005977	F1Q7X5	P49454
OG0005978	Q6PBS6	P61165
OG0005979	Q8JHJ3	Q01081
OG0005980	A0A8M2B338	Q01085
OG0005981	A0A8M6Z753	Q12888
OG0005982	A0A8M9QAV6	Q13454
OG0005983	A8WFU8	Q14807
OG0005984	A0A8M1P8P5	Q16549
OG0005985	A0A8M6Z2J8	Q5JR98
OG0005986	A4JYI4	Q6PCB8
OG0005987	A0A8M2B929	Q6TDP4
OG0005988	A0A8M9PZC7	Q6ZN44
OG0005989	A0A8M2B2V6	Q6ZRR7
OG0005990	A0A8M1RNI6	Q76EJ3
OG0005991	A8WIP6	Q8IZL9
OG0005992	A4QNV0	Q8N2K1
OG0005993	A0A8M9QFT1	Q8N5C6
OG0005994	Q6DRD5	Q92890
OG0005995	Q08BL4	Q969T3
OG0005996	E7F5B9	Q96DY7
OG0005997	Q08BW0	Q96G74
OG0005998	F1QY53	Q96Q27
OG0005999	Q7ZWC2	Q99685
OG0006000	Q9W6U0	Q9BWX5
OG0006001	Q6X3Y5	Q9BZR6
OG0006002	F1RBJ9	Q9H3S4
OG0006003	F1RA90	Q9H7C4
OG0006004	A0A8M2BGW5	Q9NWW5
OG0006005	Q8JHH5	Q9NX04
OG0006006	Q7ZZA3	Q9NYL4
OG0006007	Q6IQU4	Q9P013
OG0006008	Q1RLZ3	Q9UHF1
OG0006009	Q6PE30	Q9ULM6
OG0006010	A0JMC3	Q9UNP4
OG0006011	Q8UUZ1	Q9Y586
OG0006012	A1L1R5	A2A3K4
OG0006013	Q6IQT6	O15155
OG0006014	A0A2R8Q4R6	O43151
OG0006015	A0A8M2B3G5	O43679
OG0006016	Q8JFF9	O95935
OG0006017	Q6TCF5	P01225
OG0006018	A0A8M1PAJ9	P18283
OG0006019	Q6STL0	P24863
OG0006020	F1QFQ7	P45954
OG0006021	Q6DGL4	P47914
OG0006022	Q1LUA8	P60228
OG0006023	Q567F7	P60604
OG0006024	Q5BJK2	P78346
OG0006025	A0A0R4IZW2	P81408
OG0006026	F1QFK9	Q05048
OG0006027	A4IG58	Q10469
OG0006029	Q673G8	Q5SW24
OG0006030	A0A8M1RF39	Q5T9C2
OG0006031	A7MBY0	Q5TFE4
OG0006032	A0A8M3B7I4	Q6H8Q1
OG0006033	A2BIA5	Q6QNY1
OG0006034	A0A0R4IWG0	Q6UW88
OG0006035	A0A8N7TAP0	Q7LDG7
OG0006036	A5X572	Q7Z5Q5
OG0006037	F1Q7U1	Q7Z6J8
OG0006038	Q803X0	Q86VE9
OG0006039	A0A8M2B9Q0	Q8N239
OG0006040	A0A8M3AY08	Q8NG31
OG0006041	A0AR23	Q96AX9
OG0006042	Q6NWA8	Q96BN2
OG0006043	Q6DHU8	Q96KB5
OG0006044	A1A5I0	Q96QV1
OG0006045	Q6PBU7	Q9BRT2
OG0006046	E7F881	Q9BV23
OG0006047	Q6NYR8	Q9BXD5
OG0006048	A0A8M1RKJ3	Q9BYW1
OG0006050	Q7T009	Q9H773
OG0006051	B0S5Y3	Q9NQ40
OG0006052	Q7T378	Q9NX57
OG0006053	E7EYQ9	Q9P0N5
OG0006054	Q6BDC4	Q9UPM6
OG0006055	F1QM84	Q9Y2I1
OG0006056	A0A8M1RJN0	A6NN90
OG0006057	E7F1X6	A8MT69
OG0006058	A0A8M2B2C2	O00213
OG0006059	Q803I9	O15381
OG0006060	A2BF67	O43768
OG0006061	E7EZ61	O75362
OG0006062	Q502A2	O95059
OG0006063	A0A8M1PSA1	O95084
OG0006064	Q6DG22	P00813
OG0006065	A0A8M2B444	P02686
OG0006066	A0A8M1P7R5	P04180
OG0006067	Q66HV8	P08237
OG0006068	X1WHJ8	P0DJ07
OG0006069	E7FDZ5	P10074
OG0006070	Q1MSX8	P18084
OG0006071	A0A8N7UV82	P19419
OG0006072	A0A8M2BGJ4	P22674
OG0006073	Q6PFN9	P23378
OG0006074	Q7ZV77	P25789
OG0006075	M9MM98	P38935
OG0006076	A0A2R8Q5A8	P55087
OG0006077	A0A8M9Q590	P78563
OG0006078	A0A1D5NSM7	Q13370
OG0006079	Q6NW80	Q5T2D3
OG0006080	F6NXG0	Q68CP9
OG0006081	Q1L8L6	Q6ZMZ0
OG0006082	A0A286YBK3	Q86SF2
OG0006083	A0A8M1PZD8	Q8IXQ6
OG0006084	Q502M6	Q8N6D5
OG0006085	B3DIP6	Q8N6T0
OG0006086	Q6DH61	Q8TB37
OG0006087	A0A8M6YV54	Q8WUB2
OG0006088	A0A8N7T6T7	Q8WYP5
OG0006089	F1R9S3	Q92994
OG0006090	Q7ZUS3	Q99259
OG0006091	A0A8M3ASN6	Q9H257
OG0006092	Q6NWH0	Q9H3H3
OG0006093	Q6DI20	Q9NY33
OG0006094	A0A8M3B0S8	Q9NY47
OG0006095	F1QYC0	Q9UBY8
OG0006096	A0A8M2B6Y0	Q9Y225
OG0006097	F1R8F7	Q9Y6Q2
OG0006098	E7F7E6	A4FU01
OG0006099	Q90ZL1	A6NI15
OG0006100	X1WCH5	A8K0R7
OG0006101	Q6DRM0	O00258
OG0006102	A0A8M2BBI1	O14562
OG0006103	Q90WU9	O15392
OG0006104	Q7ZUY2	O43402
OG0006105	A0A0R4IJR7	O43493
OG0006106	Q90ZL2	O43813
OG0006107	Q5XJ92	O60683
OG0006108	A8WGP7	O60701
OG0006109	Q5U3F2	O95391
OG0006110	A0A8M3ASI7	P42785
OG0006111	Q1LYC7	P51513
OG0006112	A0A8M6Z1S0	P55286
OG0006113	Q6NYQ7	Q13423
OG0006114	A0AUQ6	Q52LA3
OG0006115	Q5XJM1	Q53EV4
OG0006116	A6H8T7	Q5U5Z8
OG0006117	E7EZL6	Q6IS24
OG0006118	A0JME2	Q6VMQ6
OG0006119	A2BFC9	Q6ZQR2
OG0006120	E7F6P6	Q86TP1
OG0006121	A3QK15	Q86V21
OG0006122	Q5TZ30	Q86VW1
OG0006123	A0A8M3AVC6	Q86Y56
OG0006124	A0A8M1RQW8	Q8IXR9
OG0006125	Q502P7	Q8N9N5
OG0006126	A0A8M2BFG7	Q8ND83
OG0006127	Q5RGU1	Q8NI60
OG0006128	Q6P101	Q8TB61
OG0006129	Q08BN9	Q969Y0
OG0006130	Q68EJ3	Q96A57
OG0006131	F1QAX5	Q96AP4
OG0006132	Q6TGZ4	Q96EK4
OG0006133	Q6NWG4	Q96LA8
OG0006134	Q0VFV7	Q96MP8
OG0006135	Q6P402	Q96ST8
OG0006136	Q6DBY4	Q99547
OG0006137	A9JRE2	Q9BV20
OG0006138	E7F513	Q9BYX2
OG0006139	A0A8M1RR62	Q9C0B2
OG0006140	Q4KMC9	Q9H425
OG0006141	A5WUT8	Q9HCE0
OG0006142	F1R7R7	Q9NQQ7
OG0006143	A0A2R8QMP7	Q9NTG7
OG0006144	Q8JHF0	Q9NZ42
OG0006145	P58781	Q9NZK5
OG0006146	A0A8M9PSX5	Q9P2F6
OG0006147	B3DFN6	Q9Y4Z2
OG0006149	Q9PU58	O75323
OG0006150	B1H1M3	O94903
OG0006151	Q6P2T9	P08962
OG0006152	Q1ECW8	P12755
OG0006153	Q1LXP8	P36915
OG0006154	F1REB9	P82094
OG0006155	Q1RLQ8	Q01453
OG0006156	A2BG85	Q04844
OG0006157	A0A8M9Q2S7	Q13237
OG0006158	Q5PYH7	Q15700
OG0006159	Q5U3H2	Q4FZB7
OG0006161	Q4VBW0	Q5HYI7
OG0006163	A2RV33	Q5JYT7
OG0006164	A5PMY6	Q5KU26
OG0006165	A0A8M9PPR6	Q5T4T1
OG0006166	Q5RGZ1	Q6NVV7
OG0006167	E7F8C6	Q6YBV0
OG0006168	Q504E7	Q7Z422
OG0006169	A0A8M1RHW9	Q86WC4
OG0006170	Q804S5	Q86YT6
OG0006171	F1QU49	Q8N6V9
OG0006172	B0UYF2	Q8TBB6
OG0006173	A0A8M9PH17	Q8TBN0
OG0006174	F1QNG2	Q92985
OG0006175	B0S5W3	Q96A44
OG0006176	A0A8M9Q795	Q96EP5
OG0006177	Q7SXX7	Q96EY5
OG0006178	A3FEM2	Q99581
OG0006179	A0A8M1PZF1	Q9BQB4
OG0006180	A0A8M9Q8H6	Q9BQI3
OG0006181	Q4QRC6	Q9BUE6
OG0006182	Q1ECZ9	Q9BUV0
OG0006183	A2BGV1	Q9GZU1
OG0006184	A2BFS6	Q9H3H5
OG0006185	Q7ZVU1	Q9H706
OG0006186	Q7ZTS0	Q9HAY6
OG0006187	Q566V3	Q9HC36
OG0006188	F1R866	Q9NVU0
OG0006189	Q6QZN6	Q9NYF0
OG0006190	A4QP78	Q9UKZ1
OG0006191	F1Q5K3	Q9UL12
OG0006192	Q6DGI3	Q9Y3C1
OG0006193	Q4V8X6	Q9Y3I1
OG0006194	Q5XJT3	O14569
OG0006195	B3DI78	O14593
OG0006196	A0A8M3B9D0	O14976
OG0006197	Q7SXR6	O15127
OG0006198	E9QCX4	O15273
OG0006199	A0A8M1RTI1	O60503
OG0006200	O57474	P17302
OG0006201	A0A8M2BB12	P35232
OG0006202	A0A8M2BAC5	P37059
OG0006203	A5D6U5	P40222
OG0006204	Q7ZWG7	P47897
OG0006205	A0A0G2KDJ5	P49747
OG0006206	B0UXL9	P52594
OG0006207	Q90XR1	P56749
OG0006208	Q8JGS9	P62269
OG0006209	A0A8M9PU63	Q14108
OG0006210	B3DJT0	Q15020
OG0006211	F1QJC8	Q15814
OG0006212	Q503L4	Q2TAA2
OG0006213	A0A8M3AJ63	Q5HYA8
OG0006214	Q498W7	Q5UAW9
OG0006215	A0A0R4IGL9	Q6NUJ5
OG0006216	Q6GML7	Q6P1N9
OG0006217	A0A8M9PMN3	Q6P3W2
OG0006218	A0A0R4IKC9	Q6ZN30
OG0006219	Q32LS6	Q7L211
OG0006220	F1Q5Z7	Q7Z4T9
OG0006221	Q503G0	Q8IV48
OG0006222	Q5BLD1	Q8N2M4
OG0006223	A0A8M3B490	Q8N7X0
OG0006224	A5WVS5	Q8TBF5
OG0006225	E7F1V3	Q8TEA7
OG0006226	E7FA21	Q8TEV9
OG0006227	A0A0G2L033	Q8WVF1
OG0006228	A0A0R4IF99	Q969W1
OG0006229	A0A8M6YV08	Q96GI7
OG0006230	F1RA29	Q96KV7
OG0006231	F1QRD8	Q96Q83
OG0006232	Q6P0Z8	Q9BXW7
OG0006233	Q29RB1	Q9H9E3
OG0006234	E7F3B5	Q9NR22
OG0006235	Q567G4	Q9NX36
OG0006236	A0A8M1RE49	Q9UPN6
OG0006237	A0A8M3AV01	Q9Y2L6
OG0006238	B3DIM7	Q9Y448
OG0006239	A0A8M2BC42	A4D1B5
OG0006240	A0A2R8QPC9	O43837
OG0006241	A0A8M9Q686	O60716
OG0006242	F1QLG2	O94776
OG0006243	Q6PBW8	O95372
OG0006244	A0A8M6Z8V0	P10745
OG0006245	F1RAU6	P20393
OG0006246	Q5XJM2	P27707
OG0006247	A8KB27	P30518
OG0006248	A7UH65	P41587
OG0006249	D7RVR6	P43005
OG0006250	A0A8M1P6L4	P48357
OG0006251	Q98865	P55771
OG0006252	Q6DGS0	P59780
OG0006253	Q8JFQ1	P61968
OG0006254	Q7T303	Q15417
OG0006255	A4FVI0	Q19AV6
OG0006256	Q0P464	Q2M296
OG0006257	F1QF19	Q5T447
OG0006258	A0A8M6YVB9	Q5T4S7
OG0006259	A3KQV2	Q5VW32
OG0006260	X1WCA3	Q5VZQ5
OG0006261	A4QN71	Q86UB9
OG0006262	E7F2M2	Q8N1D5
OG0006263	A0A2R8QSV3	Q8N370
OG0006264	Q08CE6	Q8NBL3
OG0006265	X1WEZ5	Q8TE49
OG0006266	A0A8M9NZ80	Q92839
OG0006267	Q9IBD0	Q92879
OG0006269	Q6IQ70	Q99816
OG0006270	E7EXI7	Q9BQN1
OG0006271	Q4KMI4	Q9BRK0
OG0006272	A0A2R8Q9M1	Q9BRT9
OG0006273	Q6NYF1	Q9BSR8
OG0006274	F1R597	Q9C099
OG0006275	A0A8M1RMN7	Q9GZR7
OG0006276	Q1JPU8	Q9HAB8
OG0006277	Q502M0	Q9HBH0
OG0006278	Q6PC19	Q9NP77
OG0006279	R4GDN4	Q9NWA0
OG0006280	E7FE10	Q9P246
OG0006281	A0A8M9QBJ6	Q9UBG7
OG0006282	P0CK98	Q9UFE4
OG0006283	A0A8M9PLI6	Q9UHL9
OG0006284	A0A8M9P5S7	Q9UNE7
OG0006285	Q9W762	Q9Y5J7
OG0006286	Q567Z9	Q9Y6G5
OG0006288	Q6TEN6	A4D1P6
OG0006290	Q8AY90	O15520
OG0006291	Q802F3	O60613
OG0006292	G8CXX6	P00749
OG0006293	Q9DEY4	P05026
OG0006294	Q7ZUT6	P15882
OG0006295	B3DHR9	P21781
OG0006296	Q5GIT4	P35968
OG0006297	Q568H8	P52434
OG0006298	Q9IB61	P62952
OG0006299	F1QF74	Q13387
OG0006300	E7FFN8	Q14392
OG0006301	Q6PBK1	Q4VC31
OG0006302	Q503V1	Q53TN4
