Orthogroup	Zebrafish.UniProt.renamed	Human.UniProt.renamed	Category
OG0010695	A0A2R8Q2J0	O15118	one-to-one
OG0010696	Q7SYK7	P00505	one-to-one
OG0010697	A0A8M3B2S9	P20585	one-to-one
OG0010698	A0MTA1	P27695	one-to-one
OG0010699	Q0GH74	P41595	one-to-one
OG0010700	A0A8N7T808	P42679	one-to-one
OG0010701	Q7SZC2	P55060	one-to-one
OG0010702	Q6DGK5	P78426	one-to-one
OG0010703	Q5SPH9	P82664	one-to-one
OG0010704	A0A8M2BER7	Q12852	one-to-one
OG0010705	A8WG60	Q53H47	one-to-one
OG0010706	Q29RF4	Q5TDP6	one-to-one
OG0010707	L7VG99	Q6IEE7	one-to-one
OG0010708	Q6DGX3	Q6NXT1	one-to-one
OG0010709	Q56P19	Q6PIF2	one-to-one
OG0010710		B1ANY3, Q7Z4H9	human_exclusive
OG0010711	Q6DGJ4	Q7Z569	one-to-one
OG0010712	Q6PFT9	Q7Z5R6	one-to-one
OG0010713	Q6DH87	Q8IVP5	one-to-one
OG0010714	Q08CL1	Q8IY47	one-to-one
OG0010715	Q2TLY2	Q8N5G2	one-to-one
OG0010716	Q6P6X9	Q8NFH5	one-to-one
OG0010717	A4QP55	Q8TDX5	one-to-one
OG0010718	Q6DRH9	Q92664	one-to-one
OG0010719	A0A8M3AJI9	Q96CD2	one-to-one
OG0010720	A5PMB0	Q96DT7	one-to-one
OG0010721	Q7SYB2	Q96FV9	one-to-one
OG0010722	A0A8M2BC07	Q96I25	one-to-one
OG0010723	Q5SPB2	Q99590	one-to-one
OG0010724	A2BIL9	Q9BSV6	one-to-one
OG0010725	F1RDV6	Q9BY84	one-to-one
OG0010726	Q6PHF0	Q9HD42	one-to-one
OG0010727	P83758	Q9NQL9	one-to-one
OG0010728	A2RV16	Q9NRR4	one-to-one
OG0010729	A0A2R8QAU3	Q9NV31	one-to-one
OG0010730	Q08CE4	Q9NVA1	one-to-one
OG0010731	Q7SY06	Q9P035	one-to-one
OG0010732	A0A8M3AUR2	Q9UQF2	one-to-one
OG0010733	Q3HSD3	Q9Y2F5	one-to-one
OG0010734	A0A8M1PFD0	Q9Y2V2	one-to-one
OG0010735	Q4V8U7	Q9Y343	one-to-one
OG0010736	Q5XJT7	Q9Y3L5	one-to-one
OG0010737	E7F8S9	A2RU30	one-to-one
OG0010738	A8E7I5	A6NLP5	one-to-one
OG0010739	Q66I52	O75380	one-to-one
OG0010740	Q7ZU79	O75419	one-to-one
OG0010741	E7FGL6	O75900	one-to-one
OG0010742	A2AWH2	O75949	one-to-one
OG0010743	Q6PBJ6	O95139	one-to-one
OG0010744	A0A8M2BIB3	P01042	one-to-one
OG0010745	Q9PT95	P02753	one-to-one
OG0010746	Q66I28	P17936	one-to-one
OG0010747	Q7ZVV1	P19447	one-to-one
OG0010748	Q9YHT4	P22557	one-to-one
OG0010749	Q7ZVL8	P28562	one-to-one
OG0010750	Q90XF2	P41743	one-to-one
OG0010751	Q7ZVT1	P53990	one-to-one
OG0010752	Q7ZUD3	P60983	one-to-one
OG0010753	Q6TH03	P63218	one-to-one
OG0010754	F1Q4L6	Q02086	one-to-one
OG0010755	A0A8M3B3Y5	Q05925	one-to-one
OG0010756	A5WWE3	Q13889	one-to-one
OG0010757	A0A8M9Q6B5	Q14156	one-to-one
OG0010758	Q6AZB7	Q14192	one-to-one
OG0010759	Q6P3J6	Q14318	one-to-one
OG0010760	A0A8M2B2J6	Q16626	one-to-one
OG0010761	A0A8M6Z2M6	Q6PIS1	one-to-one
OG0010762	Q6DC60	Q8IW50	one-to-one
OG0010763	Q7ZVZ0	Q8IXH7	one-to-one
OG0010764	Q1LXX9	Q8N6N2	one-to-one
OG0010765	A2BGS3	Q8NCL8	one-to-one
OG0010766	X1WD69	Q8WUR7	one-to-one
OG0010767	Q1LVA7	Q8WWG9	one-to-one
OG0010768	Q4KMD5	Q92604	one-to-one
OG0010769	Q503V0	Q96FZ7	one-to-one
OG0010770	A0A8M2BEP1	Q96MS3	one-to-one
OG0010771	A0A8M1RIJ0	Q96RY5	one-to-one
OG0010772	Q6GQN8	Q9BV79	one-to-one
OG0010773	A0A8M3BCU8	Q9H939	one-to-one
OG0010774	Q6DBR2	Q9NPZ5	one-to-one
OG0010775	A0A8M6YZC0	Q9NSY2	one-to-one
OG0010776	Q5RHI5	Q9NZJ0	one-to-one
OG0010777	Q5RHH4	Q9UG01	one-to-one
OG0010778	U3JA56	A1L188	one-to-one
OG0010779	A0A8M9QL15	A6NJG2	one-to-one
OG0010780	F1QUV1	O15442	one-to-one
OG0010781	Q6PG29	O75563	one-to-one
OG0010782	B0S5C4	O95573	one-to-one
OG0010783	Q6NWY2	O95747	one-to-one
OG0010784	B0S602	P02751	one-to-one
OG0010785	A0A8M1QKP5	P10253	one-to-one
OG0010786	A0A0R4IJL2	P17050	one-to-one
OG0010787	A0A8N7TAJ3	P31327	one-to-one
OG0010788	Q7ZVA6	P38919	one-to-one
OG0010789	Q6PH06	P46109	one-to-one
OG0010790	A0A8M9Q3R1	Q00536	one-to-one
OG0010791	Q7ZVM1	Q12768	one-to-one
OG0010792	E7F0D0	Q14197	one-to-one
OG0010793	A0A8M6Z459	Q15438	one-to-one
OG0010794	A0A8M2BFL2	Q5VZF2	one-to-one
OG0010795	Q6DGH9	Q5XKR4	one-to-one
OG0010796	E7F6L4	Q6UWH4	one-to-one
OG0010797	A3KQ55	Q7L2J0	one-to-one
OG0010798	F1QAR3	Q7Z7B1	one-to-one
OG0010799	A0A8M3B792	Q86X67	one-to-one
OG0010800	Q5XJK2	Q8IUE6	one-to-one
OG0010801	Q6DGL1	Q969H8	one-to-one
OG0010802	Q1LXS2	Q969U7	one-to-one
OG0010803	Q803V5	Q9BVC4	one-to-one
OG0010804	Q7ZW63	Q9BZD4	one-to-one
OG0010805	A2CEX4	Q9H1I8	one-to-one
OG0010806	A9C3S4	Q9H497	one-to-one
OG0010807	A0A8M1PYN0	Q9H7V2	one-to-one
OG0010808	Q7ZVJ6	Q9H974	one-to-one
OG0010809	E7EZ09	Q9HA38	one-to-one
OG0010810	F1Q6D3	Q9HCQ5	one-to-one
OG0010811	B0S7E1	Q9NPI1	one-to-one
OG0010812	A1L244	Q9NTJ5	one-to-one
OG0010813	Q6PH58	Q9NV64	one-to-one
OG0010814	A0A8M9PNN7	Q9NZI2	one-to-one
OG0010815	A0A0R4IB92	Q9NZQ8	one-to-one
OG0010816	F6P390	Q9ULD4	one-to-one
OG0010817	A0A8M1N0Z5	O00142	one-to-one
OG0010818	Q5IHX7	O14684	one-to-one
OG0010819	A0A0G2KR69	O43281	one-to-one
OG0010820	F1Q6Y0	O43715	one-to-one
OG0010821	Q6DBY9	O43916	one-to-one
OG0010822	Q642H2	O60519	one-to-one
OG0010823	Q32LT0	O60749	one-to-one
OG0010824	A0A8M3ARR0	O75334	one-to-one
OG0010825	Q6NX92	O75365	one-to-one
OG0010826	A0A8M1PJS2	O95793	one-to-one
OG0010827	A0A8M1QUT6	O95948	one-to-one
OG0010828	A0A0R4IP93	P0DKX4	one-to-one
OG0010829	A0A8M9PXC6	P28288	one-to-one
OG0010830	A0PJR9	P46695	one-to-one
OG0010831	Q7ZUG0	P62304	one-to-one
OG0010832	Q6P696	Q04760	one-to-one
OG0010833	Q08BB5	Q05D32	one-to-one
OG0010834	A7YT51	Q13435	one-to-one
OG0010835	Q1LXU2	Q14055	one-to-one
OG0010836	A0A8M3BB18	Q15751	one-to-one
OG0010837	B5DE34	Q16650	one-to-one
OG0010838	A4JYJ7	Q6IA17	one-to-one
OG0010839	B8JLW4	Q6P1S2	one-to-one
OG0010840	Q67FY3	Q86UU0	one-to-one
OG0010841	E7FFE8	Q86UY8	one-to-one
OG0010842	A0A8M9QME4	Q8IWW6	one-to-one
OG0010843	Q8AX67	Q8IWX8	one-to-one
OG0010844	A0A8M3ANE1	Q8IYE1	one-to-one
OG0010845	A0A8M1QLP5	Q92835	one-to-one
OG0010846	E7F5M3	Q96GW9	one-to-one
OG0010847	A0A8M2BJ69	Q96JH7	one-to-one
OG0010848	Q4V8X1	Q96ME1	one-to-one
OG0010849	A0A0R4ICN6	Q96PV7	one-to-one
OG0010850	Q3B7E0	Q9H0Y0	one-to-one
OG0010851	Q6DBZ7	Q9H633	one-to-one
OG0010852	A0A8M3B119	Q9H892	one-to-one
OG0010853	F1Q6E4	Q9H910	one-to-one
OG0010854	Q6DHJ6	Q9NRP2	one-to-one
OG0010855	A0A0R4IP63	Q9NW75	one-to-one
OG0010856	A0A8M9PCV7	Q9UI17	one-to-one
OG0010857	E7F643	Q9UJA3	one-to-one
OG0010858	A0A8N7UVC2	Q9ULZ9	one-to-one
OG0010859	F1R013	Q9Y397	one-to-one
OG0010860	B8A574	Q9Y6A5	one-to-one
OG0010861	A0A2R8QFW3	Q9Y6I8	one-to-one
OG0010862		A0A1W2PR19, A0A1W2PRG0	human_exclusive
OG0010863	Q6DC58	A0PJW6	one-to-one
OG0010864	Q1L8F4	H3BS89	one-to-one
OG0010865	A0A8M3ASP8	O14830	one-to-one
OG0010866	Q6P5K6	O43772	one-to-one
OG0010867	A0A8M1RMK2	O75578	one-to-one
OG0010868	Q9I9I2	O96014	one-to-one
OG0010869	Q7ZWI5	P04899	one-to-one
OG0010870	B3DKP1	P17948	one-to-one
OG0010871	Q8AW06	P40938	one-to-one
OG0010872	Q6P7X6	P42285	one-to-one
OG0010873	A1A5Z3	P43897	one-to-one
OG0010874	Q4V8U8	P51159	one-to-one
OG0010875	Q803H2	P53701	one-to-one
OG0010876	Q6DEL8	P61024	one-to-one
OG0010877	Q6DGV5	P61026	one-to-one
OG0010878	F1R3E6	P98177	one-to-one
OG0010879	A0A8M9PS29	Q0P641	one-to-one
OG0010880	Q7T3G5	Q13310	one-to-one
OG0010881	A0A8M1PUF0	Q13444	one-to-one
OG0010882	A0A286YA92	Q13515	one-to-one
OG0010883	A0A8M2BAK6	Q14527	one-to-one
OG0010884	A5WUN7	Q5T5Y3	one-to-one
OG0010885	E7F6A2	Q5TGY1	one-to-one
OG0010886	Q5RHQ8	Q5TKA1	one-to-one
OG0010887	Q7ZVE6	Q6UW63	one-to-one
OG0010888	F8W2N9	Q6ZNB6	one-to-one
OG0010889	B3DIY3	Q6ZRQ5	one-to-one
OG0010890	E7F2R4	Q86YJ7	one-to-one
OG0010891	F1Q575	Q8IW45	one-to-one
OG0010892	A0A8N7UT82	Q8IWY9	one-to-one
OG0010893	A0A8M9PWN7	Q8N1S5	one-to-one
OG0010894	A0A8M1P1M8	Q8N5I9	one-to-one
OG0010895	F1QF60	Q8WVB6	one-to-one
OG0010896	A0A0R4IXF6	Q92830	one-to-one
OG0010897	E7EYE9	Q96F05	one-to-one
OG0010898	Q6NYI0	Q9BSE4	one-to-one
OG0010899	Q66I84	Q9BVC3	one-to-one
OG0010900	Q6TGT1	Q9BWF2	one-to-one
OG0010901	Q2YDS5	Q9BWG6	one-to-one
OG0010902	Q6PHG0	Q9HD26	one-to-one
OG0010903	X1WCW7	Q9NS37	one-to-one
OG0010904	B3DJK0	Q9NX00	one-to-one
OG0010905	Q7T3F9	Q9NYK5	one-to-one
OG0010906		A0A0G2JNJ9, Q9UFV3	human_exclusive
OG0010907	Q7ZUP9	Q9UM11	one-to-one
OG0010908	Q8AWW7	Q9Y265	one-to-one
OG0010909	Q6ZM33	Q9Y5N1	one-to-one
OG0010910	Q7ZUJ1	Q9Y6X1	one-to-one
OG0010911	A0A8M9PKT2	O00468	one-to-one
OG0010912	Q32PV5	O43680	one-to-one
OG0010913	E7EYA0	O94955	one-to-one
OG0010914	Q58EC1	O95219	one-to-one
OG0010915	Q7SZE8	O95379	one-to-one
OG0010916		P03986, P0CF51	human_exclusive
OG0010917	F1QLR7	P08581	one-to-one
OG0010918	Q6P937	P09496	one-to-one
OG0010919	Q0ZBR7	P14174	one-to-one
OG0010920	Q5PRC6	P34913	one-to-one
OG0010921	B0V153	P42898	one-to-one
OG0010922	Q7ZUY9	P46977	one-to-one
OG0010923	A0A8M9Q1C1	P50150	one-to-one
OG0010924	Q1LXU5	P78411	one-to-one
OG0010925	A0A8M3AIA9	Q04446	one-to-one
OG0010926	Q6NXA4	Q12906	one-to-one
OG0010927	Q7ZV53	Q13442	one-to-one
OG0010928	B8JL64	Q13887	one-to-one
OG0010929	Q2YDS4	Q14714	one-to-one
OG0010930	A0A8M9PKI5	Q15003	one-to-one
OG0010931	A0A286YAA4	Q15011	one-to-one
OG0010932	Q6NYU6	Q504T8	one-to-one
OG0010933	A0A8N7TBG4	Q5M8T2	one-to-one
OG0010934	Q6YNR8	Q5T4F7	one-to-one
OG0010935	A4QNY5	Q6ZUT1	one-to-one
OG0010936	F1R394	Q7Z4V0	one-to-one
OG0010937	Q5EAR5	Q86TN4	one-to-one
OG0010938	B0UXS1	Q8IWF2	one-to-one
OG0010939	Q5TZ07	Q8IY26	one-to-one
OG0010940	F1QCP4	Q8N884	one-to-one
OG0010941	A0A8M2B4Q8	Q8WTS1	one-to-one
OG0010942	Q6IV56	Q8WVD5	one-to-one
OG0010943	Q7ZUQ0	Q92747	one-to-one
OG0010944	A0A8M1RM58	Q96FG2	one-to-one
OG0010945	A0A8M6Z2H2	Q96JG6	one-to-one
OG0010946	A8KC19	Q99741	one-to-one
OG0010947	Q5SPB6	Q9BUX1	one-to-one
OG0010948	Q6DH77	Q9BVG4	one-to-one
OG0010949	E7FE64	Q9BXB5	one-to-one
OG0010950	Q4VBS8	Q9GZP9	one-to-one
OG0010951	Q6NZ22	Q9HCE5	one-to-one
OG0010952	Q7T3B4	Q9NX31	one-to-one
OG0010953	Q6DGW3	Q9Y5M8	one-to-one
OG0010954	A0A8M9PF00	A6NEE1	one-to-one
OG0010955	A0A8M3AZV3	O15018	one-to-one
OG0010956	Q7T2D3	O15539	one-to-one
OG0010957	F1RD40	O75592	one-to-one
OG0010958	Q9DGL7	O76075	one-to-one
OG0010959	F1QFR1	O95696	one-to-one
OG0010960	Q1XHK0	P04150	one-to-one
OG0010961	B3DKN8	P08172	one-to-one
OG0010962	A0A8M6Z396	P48066	one-to-one
OG0010963	Q5EAP5	P48378	one-to-one
OG0010964	Q1LU90	P50222	one-to-one
OG0010965	Q6P0D8	P57768	one-to-one
OG0010966	A0A2R8Q6Z4	Q04671	one-to-one
OG0010967	A0A8N7UW23	Q06187	one-to-one
OG0010968	Q6DRK2	Q12874	one-to-one
OG0010969	Q6PHD9	Q13228	one-to-one
OG0010970	A0A8M1REG3	Q15004	one-to-one
OG0010971	Q7ZUV4	Q15269	one-to-one
OG0010972	A2BGR3	Q2NKX8	one-to-one
OG0010973	A7E2M3	Q5UCC4	one-to-one
OG0010974	Q6PFJ0	Q6DKI1	one-to-one
OG0010975	Q567H6	Q6PF18	one-to-one
OG0010976	F1Q5C9	Q6UXX9	one-to-one
OG0010977	X1WGA9	Q6ZMZ3	one-to-one
OG0010978	Q5SNQ6	Q6ZYL4	one-to-one
OG0010979	A3KQN9	Q75QN2	one-to-one
OG0010980	B0R111	Q7Z570	one-to-one
OG0010981	A2RRV3	Q86TB9	one-to-one
OG0010982	Q801V1	Q86VI4	one-to-one
OG0010983	A5D8K9	Q8N2G6	one-to-one
OG0010984	A0A8M6YWK0	Q8NB78	one-to-one
OG0010985	A0A8M2B3G0	Q8NEM0	one-to-one
OG0010986	B8A4M2	Q8WY98	one-to-one
OG0010987	Q6A3P5	Q92597	one-to-one
OG0010988	Q1LUC3	Q92831	one-to-one
OG0010989	A0A8M2BDU6	Q93100	one-to-one
OG0010990	A8WFS8	Q96FM1	one-to-one
OG0010991	Q6P3G2	Q96L92	one-to-one
OG0010992	A0A0G2KHQ4	Q9BV47	one-to-one
OG0010993	F1R335	Q9H1A3	one-to-one
OG0010994	Q6P0C5	Q9H7B2	one-to-one
OG0010995	A0A8M9PHA0	Q9NPB8	one-to-one
OG0010996	Q66HU7	Q9NR77	one-to-one
OG0010997	Q66IB0	Q9NUP9	one-to-one
OG0010998	Q7ZVP8	Q9NVV0	one-to-one
OG0010999	Q4V8U5	Q9NW15	one-to-one
OG0011000	Q6P5L7	Q9NWB6	one-to-one
OG0011001	F6NKZ9	Q9UMQ3	one-to-one
OG0011002	A0A8M2BAV5	Q9UQB8	one-to-one
OG0011003	A0A8M3AIK7	A0A0U1RR37	one-to-one
OG0011004	Q1LY80	A0PK00	one-to-one
OG0011005	B0UYI0	O00311	one-to-one
OG0011006	Q7T010	O75879	one-to-one
OG0011007	E7FFA5	P12821	one-to-one
OG0011008	A0A8M2BJ50	P20290	one-to-one
OG0011009	Q7ZVY0	P31483	one-to-one
OG0011010	Q6PBZ7	P49789	one-to-one
OG0011011	P62084	P62081	one-to-one
OG0011012	Q6Q419	P62273	one-to-one
OG0011013	F8W4R5	P62699	one-to-one
OG0011014	A0A140LG86	Q08830	one-to-one
OG0011015	A0A8M1Q7X2	Q13362	one-to-one
OG0011016	F1Q8T4	Q13797	one-to-one
OG0011017	F1QH89	Q2TB10	one-to-one
OG0011018	Q7T305	Q5MNZ9	one-to-one
OG0011019	A0A8M9PIX7	Q5PRF9	one-to-one
OG0011020	A0A8M9QAK0	Q5T011	one-to-one
OG0011021	B7ZD94	Q5T5X7	one-to-one
OG0011022	Q6P606	Q5XG99	one-to-one
OG0011023	A0A8M1Q249	Q6NSI4	one-to-one
OG0011024	A0A8M2B4I2	Q6P2Q9	one-to-one
OG0011025	B3DFU5	Q6P9G4	one-to-one
OG0011026	E7F1G2	Q8IYT3	one-to-one
OG0011027	Q0P494	Q8N6L1	one-to-one
OG0011028	A0A8M3AP57	Q8N961	one-to-one
OG0011029	Q7ZVI8	Q8TAT6	one-to-one
OG0011030	A0A8M2BDI9	Q8TBE3	one-to-one
OG0011031	E7FFM2	Q8TDY2	one-to-one
OG0011032	Q568J3	Q8TEB9	one-to-one
OG0011033	A0A8M1RMG6	Q92565	one-to-one
OG0011034	Q6P404	Q92620	one-to-one
OG0011035	A0A8M9QDX1	Q96M86	one-to-one
OG0011036	Q6AZB8	Q96MB7	one-to-one
OG0011037	Q6NYD2	Q96NB2	one-to-one
OG0011038	A0A8M2BIR6	Q96RG2	one-to-one
OG0011039	F1Q8W3	Q9BVQ7	one-to-one
OG0011040	B0UYB6	Q9H3L0	one-to-one
OG0011041	A0A0G2L2X8	Q9H5F2	one-to-one
OG0011042	Q5G872	Q9NQ36	one-to-one
OG0011043	E7FDR0	Q9NRA8	one-to-one
OG0011044	Q6IQ78	Q9UJT1	one-to-one
OG0011045	F1QIB3	Q9UJU6	one-to-one
OG0011046	Q7ZUH1	Q9Y224	one-to-one
OG0011047	A0A8M9QDM1	Q9Y2H5	one-to-one
OG0011048	A0A8M2BGT5	Q9Y608	one-to-one
OG0011049	Q7T2F6	Q9Y6I7	one-to-one
OG0011050	Q6NYV1	O43242	one-to-one
OG0011051	Q4V9P5	O43462	one-to-one
OG0011052	Q4V9A1	O43639	one-to-one
OG0011053	A0A8M9PGI6	O60284	one-to-one
OG0011054	F8W289	O94766	one-to-one
OG0011055	Q7T383	P11233	one-to-one
OG0011056	F1QEC9	P17643	one-to-one
OG0011057	A0A8M2BKS9	P19634	one-to-one
OG0011058	Q6P4V5	P22307	one-to-one
OG0011059	A0A8M3BDV7	P29322	one-to-one
OG0011060	A0A8M2BDB8	P43304	one-to-one
OG0011061	A7E283	P49917	one-to-one
OG0011062	A7E2L0	P61803	one-to-one
OG0011063	Q803G3	P62714	one-to-one
OG0011064	A0A8M9QKA4	Q00604	one-to-one
OG0011065	F1QHS9	Q03989	one-to-one
OG0011066	A0A8M2B3Z8	Q13439	one-to-one
OG0011067	Q6P3L0	Q14764	one-to-one
OG0011068	Q568N9	Q15181	one-to-one
OG0011069	Q6PG31	Q15287	one-to-one
OG0011070	X1WC30	Q2KHM9	one-to-one
OG0011071	A0A8M9PLG3	Q5VTQ0	one-to-one
OG0011072	Q6PG34	Q5VV42	one-to-one
OG0011073	A0A8M3AYS2	Q5VWP3	one-to-one
OG0011074	A0A8M6Z133	Q674X7	one-to-one
OG0011075	A2CEQ0	Q6KCM7	one-to-one
OG0011076	Q05AM7	Q6NUQ1	one-to-one
OG0011077	A0A8M3B355	Q6ZTQ3	one-to-one
OG0011078	Q5RH33	Q6ZV73	one-to-one
OG0011079	A0A8M9QFM2	Q8IU80	one-to-one
OG0011080	A0A8M3BE96	Q8NBF2	one-to-one
OG0011081	A9JST5	Q8NDZ4	one-to-one
OG0011082	Q1LXU3	Q8WU79	one-to-one
OG0011083	Q58A48	Q8WUA8	one-to-one
OG0011084	Q4KM17	Q8WXS4	one-to-one
OG0011085	E7EYW7	Q92925	one-to-one
OG0011086	Q5XIX8	Q969J3	one-to-one
OG0011087	F8W2P1	Q96BM9	one-to-one
OG0011088	A0A8M1RSD9	Q96Q77	one-to-one
OG0011089	Q6NYJ7	Q99538	one-to-one
OG0011090	A4IG40	Q9BR09	one-to-one
OG0011091	Q802W4	Q9BSC4	one-to-one
OG0011092	A0A8M3B9P5	Q9NRP7	one-to-one
OG0011093	Q3B739	Q9NS85	one-to-one
OG0011094	Q5XJD4	Q9UBR2	one-to-one
OG0011095	A0A8M9Q4W2	Q9UDT6	one-to-one
OG0011096	Q6PCS6	Q9UDX5	one-to-one
OG0011097	Q7ZVH3	Q9UJX2	one-to-one
OG0011098	F1Q8R9	Q9UKY4	one-to-one
OG0011099	A0A8M1NCB7	Q9UL16	one-to-one
OG0011100	Q7ZUX3	Q9Y484	one-to-one
OG0011101	A0A8M9PWI3	O14802	one-to-one
OG0011102	A0A8M3AXX0	O15083	one-to-one
OG0011103	Q6P957	O75324	one-to-one
OG0011104		O75556, Q13296	human_exclusive
OG0011105	F1R520	O94985	one-to-one
OG0011106	A3KP65	O95822	one-to-one
OG0011107	F1RA91	P04424	one-to-one
OG0011108	Q6P045	P04818	one-to-one
OG0011109	F1QC01	P23677	one-to-one
OG0011110	A0A8M2BJ79	P33176	one-to-one
OG0011111	A0A8M2BB24	P40763	one-to-one
OG0011112	A0A8M6Z241	P54289	one-to-one
OG0011113	Q6NZZ2	P59998	one-to-one
OG0011114	A0A8M3ATK9	Q02388	one-to-one
OG0011115	Q6DGE6	Q04864	one-to-one
OG0011116	Q6NYB4	Q13394	one-to-one
OG0011117	Q3B7F0	Q13404	one-to-one
OG0011118	Q6DRK0	Q16864	one-to-one
OG0011119	Q7ZUU1	Q53HI1	one-to-one
OG0011120	Q6NXB2	Q5EBL8	one-to-one
OG0011121	A0A8M9Q0S3	Q5GFL6	one-to-one
OG0011122	A0A8M9PUN9	Q5JPB2	one-to-one
OG0011123	A0A2R8RXI8	Q5TCX8	one-to-one
OG0011124	A0A8M6Z853	Q7Z4S9	one-to-one
OG0011125	Q6NUT4	Q86U42	one-to-one
OG0011126	A0A8M2B7N9	Q86V25	one-to-one
OG0011127	E7FA54	Q8IVV7	one-to-one
OG0011128	Q2HPG0	Q8N145	one-to-one
OG0011129	A0A8M3B7W8	Q8N1C3	one-to-one
OG0011130	E7FCU2	Q8WYK0	one-to-one
OG0011131	Q6PBN2	Q96BJ3	one-to-one
OG0011132	Q502M5	Q96F86	one-to-one
OG0011133	Q32PL8	Q96LW4	one-to-one
OG0011134	E7F1N2	Q99418	one-to-one
OG0011135	Q7SZM2	Q99572	one-to-one
OG0011136	Q8JIY6	Q99707	one-to-one
OG0011137	I3IS33	Q9BQG1	one-to-one
OG0011138	A2BGL0	Q9BWT3	one-to-one
OG0011139	A0A0R4IRS1	Q9BXS5	one-to-one
OG0011140	A3KPA3	Q9H7X0	one-to-one
OG0011141	Q503I7	Q9HCJ2	one-to-one
OG0011142	Q9I903	Q9NSA3	one-to-one
OG0011143	B3DIU9	Q9UGJ1	one-to-one
OG0011144	Q5CZT1	Q9UHL4	one-to-one
OG0011145	A1XQX0	Q9ULB1	one-to-one
OG0011146	Q568P0	Q9UNA4	one-to-one
OG0011147	A0A8M3AVV6	Q9Y2I8	one-to-one
OG0011148	Q6DGK6	Q9Y535	one-to-one
OG0011149	A0A8M6YYC1	A6NNA2	one-to-one
OG0011150	B0UZC8	B2RUY7	one-to-one
OG0011151	O42222	O14793	one-to-one
OG0011152	A4IG22	O43246	one-to-one
OG0011153	Q6DC31	O43617	one-to-one
OG0011154	Q5RH02	O43819	one-to-one
OG0011155	A0A8M1QHW9	O60841	one-to-one
OG0011156	Q6IQ63	O75586	one-to-one
OG0011157	F1QMB9	O75909	one-to-one
OG0011158	Q8JH29	P01019	one-to-one
OG0011159	A3KPA7	P07311	one-to-one
OG0011160	E7F798	P51797	one-to-one
OG0011161	F8W5R6	P54098	one-to-one
OG0011162	A0A8M1N0Y9	P58417	one-to-one
OG0011163	Q803J2	P61088	one-to-one
OG0011164	F1R6K1	P78562	one-to-one
OG0011165	A0A8M9Q7R4	Q02747	one-to-one
OG0011166	A0A8M2B4M5	Q12770	one-to-one
OG0011167	Q90X63	Q12864	one-to-one
OG0011168	Q568E2	Q32MQ0	one-to-one
OG0011169	Q6DH35	Q6PD74	one-to-one
OG0011170	Q6AXJ7	Q6PEV8	one-to-one
OG0011171	A0A0R4IQE1	Q6PKC3	one-to-one
OG0011172	A0A286Y999	Q76LX8	one-to-one
OG0011173	P0CI65	Q7Z494	one-to-one
OG0011174	Q568M3	Q8IUI8	one-to-one
OG0011175	Q7ZVR1	Q8IWA0	one-to-one
OG0011176	Q1LUX7	Q8N2M8	one-to-one
OG0011177	A0A8M1P874	Q8N3J5	one-to-one
OG0011178	A0A8N7TBN9	Q8NDM7	one-to-one
OG0011179	Q5SPK4	Q8NEZ5	one-to-one
OG0011180	Q49GP5	Q8TCG2	one-to-one
OG0011181	A3KPL7	Q8WVE7	one-to-one
OG0011182	A0A8M1PUK4	Q8WWW8	one-to-one
OG0011183	Q6NYU7	Q96BW1	one-to-one
OG0011184	F1R983	Q99708	one-to-one
OG0011185	A0A8M1NZ19	Q9BS16	one-to-one
OG0011186	Q7SXB4	Q9BW71	one-to-one
OG0011187	Q9YGX5	Q9BZB8	one-to-one
OG0011188	Q7SYN4	Q9H0P0	one-to-one
OG0011189	A0A8M9Q954	Q9H6S0	one-to-one
OG0011190	Q568A0	Q9H875	one-to-one
OG0011191	Q8JJ26	Q9HB31	one-to-one
OG0011192	A0A8M1NJH3	Q9HCJ5	one-to-one
OG0011193	A0A8M2BAL5	Q9NS28	one-to-one
OG0011194	Q4V914	Q9P0M6	one-to-one
OG0011195	F1Q6B2	Q9Y3E5	one-to-one
OG0011196	A0A8N7T821	Q9Y4D2	one-to-one
OG0011197	F1R1N9	Q9Y5K6	one-to-one
OG0011198	Q7ZVY9	O00629	one-to-one
OG0011199	Q5BKX1	O14613	one-to-one
OG0011200	A0A8M9QC24	O43502	one-to-one
OG0011201		A0A1B0GUU1, O60290	human_exclusive
OG0011202	A0A0R4ICJ7	O60513	one-to-one
OG0011203	F1R0C0	O95336	one-to-one
OG0011204	Q7ZUM4	O95989	one-to-one
OG0011205	Q802V6	P08910	one-to-one
OG0011206	B3DGL8	P09172	one-to-one
OG0011207	Q568K6	P10746	one-to-one
OG0011208	O42370	P31249	one-to-one
OG0011209	Q68EH7	P31273	one-to-one
OG0011210	A0A8M9QKH6	P46100	one-to-one
OG0011211	Q5U3F8	P46952	one-to-one
OG0011212	A0A8M9PSF9	P51530	one-to-one
OG0011213	A0A8M1NVX4	P52429	one-to-one
OG0011214	Q5PR34	P52569	one-to-one
OG0011215	Q6DGS5	P61218	one-to-one
OG0011216	A0A8M2BA97	P61328	one-to-one
OG0011217	Q6Q421	P62841	one-to-one
OG0011218	A0A8M2BI63	Q02548	one-to-one
OG0011219	F1Q554	Q15058	one-to-one
OG0011220	Q0P410	Q1RMZ1	one-to-one
